[1/200] D=0.4489 G=6.2215 (adv=0.7820, cycle=0.3682, id=0.3515)
[2/200] D=0.3770 G=4.2782 (adv=0.7976, cycle=0.2379, id=0.2204)
[3/200] D=0.3383 G=3.8767 (adv=0.8965, cycle=0.2062, id=0.1836)
[4/200] D=0.3713 G=3.6589 (adv=0.7656, cycle=0.2044, id=0.1698)
[5/200] D=0.3556 G=3.4995 (adv=0.8375, cycle=0.1889, id=0.1546)
[6/200] D=0.3636 G=3.4113 (adv=0.8521, cycle=0.1824, id=0.1470)
[7/200] D=0.3481 G=3.3221 (adv=0.8670, cycle=0.1760, id=0.1389)
[8/200] D=0.3501 G=3.2637 (adv=0.8806, cycle=0.1711, id=0.1345)
[9/200] D=0.3487 G=3.2603 (adv=0.9012, cycle=0.1708, id=0.1302)
[10/200] D=0.3321 G=3.2059 (adv=0.9006, cycle=0.1665, id=0.1281)
[11/200] D=0.3253 G=3.1676 (adv=0.9322, cycle=0.1621, id=0.1229)
[12/200] D=0.3267 G=3.1904 (adv=0.9612, cycle=0.1620, id=0.1217)
[13/200] D=0.4484 G=3.0456 (adv=0.9335, cycle=0.1525, id=0.1174)
[14/200] D=0.3797 G=2.8371 (adv=0.8063, cycle=0.1460, id=0.1142)
[15/200] D=0.3834 G=2.8252 (adv=0.8328, cycle=0.1440, id=0.1104)
[16/200] D=0.3411 G=2.8430 (adv=0.8747, cycle=0.1428, id=0.1081)
[17/200] D=0.3443 G=2.8253 (adv=0.8908, cycle=0.1416, id=0.1038)
[18/200] D=0.3452 G=2.8814 (adv=0.9043, cycle=0.1444, id=0.1067)
[19/200] D=0.3666 G=2.8792 (adv=0.9091, cycle=0.1439, id=0.1062)
[20/200] D=0.3295 G=2.8658 (adv=0.9253, cycle=0.1424, id=0.1034)
[21/200] D=0.3256 G=2.8351 (adv=0.9259, cycle=0.1403, id=0.1013)
[22/200] D=0.3314 G=2.8169 (adv=0.9204, cycle=0.1399, id=0.0995)
[23/200] D=0.3414 G=2.8118 (adv=0.9184, cycle=0.1401, id=0.0986)
[24/200] D=0.4775 G=2.6146 (adv=0.8293, cycle=0.1304, id=0.0963)
[25/200] D=0.3521 G=2.5559 (adv=0.8055, cycle=0.1282, id=0.0936)
[26/200] D=0.3527 G=2.6988 (adv=0.8714, cycle=0.1356, id=0.0942)
[27/200] D=0.3170 G=2.7578 (adv=0.9198, cycle=0.1366, id=0.0943)
[28/200] D=0.3272 G=2.8009 (adv=0.9359, cycle=0.1384, id=0.0961)
[29/200] D=0.3333 G=2.6804 (adv=0.9041, cycle=0.1329, id=0.0895)
[30/200] D=0.3389 G=2.7226 (adv=0.9119, cycle=0.1354, id=0.0914)
[31/200] D=0.3334 G=2.7720 (adv=0.9560, cycle=0.1358, id=0.0915)
[32/200] D=0.3355 G=2.6583 (adv=0.8962, cycle=0.1321, id=0.0882)
[33/200] D=0.3491 G=2.7126 (adv=0.9315, cycle=0.1331, id=0.0900)
[34/200] D=0.3294 G=2.6717 (adv=0.9059, cycle=0.1327, id=0.0877)
[35/200] D=0.3935 G=2.6060 (adv=0.9072, cycle=0.1275, id=0.0847)
[36/200] D=0.3552 G=2.5140 (adv=0.8450, cycle=0.1241, id=0.0856)
[37/200] D=0.3305 G=2.5887 (adv=0.9034, cycle=0.1264, id=0.0842)
[38/200] D=0.5876 G=2.6111 (adv=0.8696, cycle=0.1296, id=0.0891)
[39/200] D=0.3866 G=2.3457 (adv=0.7536, cycle=0.1180, id=0.0823)
[40/200] D=0.3627 G=2.4286 (adv=0.8164, cycle=0.1204, id=0.0816)
[41/200] D=0.4066 G=2.4998 (adv=0.8825, cycle=0.1210, id=0.0814)
[42/200] D=0.3696 G=2.3940 (adv=0.7837, cycle=0.1203, id=0.0814)
[43/200] D=0.3383 G=2.4566 (adv=0.8714, cycle=0.1189, id=0.0793)
[44/200] D=0.3357 G=2.5705 (adv=0.8958, cycle=0.1263, id=0.0823)
[45/200] D=0.3312 G=2.5798 (adv=0.9034, cycle=0.1267, id=0.0819)
[46/200] D=0.3362 G=2.6181 (adv=0.9198, cycle=0.1280, id=0.0836)
[47/200] D=0.3426 G=2.6289 (adv=0.9256, cycle=0.1288, id=0.0830)
[48/200] D=0.4687 G=2.5501 (adv=0.8867, cycle=0.1251, id=0.0826)
[49/200] D=0.4213 G=2.1356 (adv=0.6793, cycle=0.1077, id=0.0758)
[50/200] D=0.4090 G=2.2101 (adv=0.7131, cycle=0.1111, id=0.0773)
