[1/200] D=0.4445 G=5.1781 (adv=0.7553, cycle=0.3299, id=0.3210)
[2/200] D=0.3756 G=3.4754 (adv=0.7652, cycle=0.2040, id=0.1915)
[3/200] D=0.3863 G=3.2110 (adv=0.7575, cycle=0.1859, id=0.1699)
[4/200] D=0.3872 G=2.9996 (adv=0.7705, cycle=0.1703, id=0.1503)
[5/200] D=0.3791 G=2.8832 (adv=0.7940, cycle=0.1601, id=0.1395)
[6/200] D=0.3795 G=2.8082 (adv=0.8020, cycle=0.1541, id=0.1329)
[7/200] D=0.3882 G=2.7209 (adv=0.8016, cycle=0.1482, id=0.1250)
[8/200] D=0.4150 G=2.6278 (adv=0.7811, cycle=0.1421, id=0.1215)
[9/200] D=0.3693 G=2.5436 (adv=0.7758, cycle=0.1366, id=0.1149)
[10/200] D=0.3885 G=2.5296 (adv=0.8049, cycle=0.1332, id=0.1122)
[11/200] D=0.3710 G=2.5752 (adv=0.8257, cycle=0.1353, id=0.1132)
[12/200] D=0.3688 G=2.5600 (adv=0.8274, cycle=0.1335, id=0.1136)
[13/200] D=0.3726 G=2.5002 (adv=0.8341, cycle=0.1291, id=0.1072)
[14/200] D=0.5562 G=2.8680 (adv=0.9726, cycle=0.1472, id=0.1210)
[15/200] D=0.4183 G=2.3155 (adv=0.7104, cycle=0.1245, id=0.1028)
[16/200] D=0.4091 G=2.2537 (adv=0.7279, cycle=0.1185, id=0.0974)
[17/200] D=0.4673 G=2.1935 (adv=0.7386, cycle=0.1125, id=0.0942)
[18/200] D=0.3916 G=2.1882 (adv=0.7175, cycle=0.1143, id=0.0935)
[19/200] D=0.3846 G=2.2081 (adv=0.7598, cycle=0.1134, id=0.0898)
[20/200] D=0.3815 G=2.2709 (adv=0.7934, cycle=0.1162, id=0.0902)
[21/200] D=0.3870 G=2.2695 (adv=0.7970, cycle=0.1155, id=0.0906)
[22/200] D=0.3844 G=2.3078 (adv=0.8045, cycle=0.1179, id=0.0927)
[23/200] D=0.3695 G=2.3694 (adv=0.8303, cycle=0.1210, id=0.0939)
[24/200] D=0.3820 G=2.2715 (adv=0.8091, cycle=0.1158, id=0.0869)
[25/200] D=0.3856 G=2.2452 (adv=0.8110, cycle=0.1135, id=0.0854)
[26/200] D=0.3899 G=2.2249 (adv=0.8039, cycle=0.1128, id=0.0837)
[27/200] D=0.3806 G=2.3108 (adv=0.8390, cycle=0.1168, id=0.0868)
[28/200] D=0.3807 G=2.2515 (adv=0.8235, cycle=0.1133, id=0.0842)
[29/200] D=0.3882 G=2.1802 (adv=0.8011, cycle=0.1097, id=0.0805)
[30/200] D=0.3803 G=2.2601 (adv=0.8331, cycle=0.1135, id=0.0833)
[31/200] D=0.5974 G=2.1502 (adv=0.8123, cycle=0.1052, id=0.0816)
[32/200] D=0.4304 G=1.8821 (adv=0.6482, cycle=0.0967, id=0.0762)
[33/200] D=0.4229 G=1.9038 (adv=0.6806, cycle=0.0960, id=0.0751)
[34/200] D=0.4108 G=1.9724 (adv=0.7163, cycle=0.0991, id=0.0758)
[35/200] D=0.4021 G=2.0019 (adv=0.7355, cycle=0.1004, id=0.0749)
[36/200] D=0.3985 G=2.0768 (adv=0.7680, cycle=0.1037, id=0.0778)
[37/200] D=0.4130 G=2.0174 (adv=0.7492, cycle=0.1007, id=0.0746)
[38/200] D=0.3880 G=2.0794 (adv=0.7795, cycle=0.1034, id=0.0759)
[39/200] D=0.3906 G=2.0659 (adv=0.7821, cycle=0.1021, id=0.0752)
[40/200] D=0.3937 G=2.0782 (adv=0.7812, cycle=0.1035, id=0.0749)
[41/200] D=0.3939 G=2.0519 (adv=0.7771, cycle=0.1016, id=0.0740)
[42/200] D=0.3940 G=2.0678 (adv=0.7901, cycle=0.1025, id=0.0722)
[43/200] D=0.5005 G=2.0526 (adv=0.7842, cycle=0.1011, id=0.0735)
[44/200] D=0.4240 G=1.8794 (adv=0.6953, cycle=0.0937, id=0.0705)
[45/200] D=0.4099 G=1.8788 (adv=0.7298, cycle=0.0916, id=0.0665)
[46/200] D=0.3992 G=1.9534 (adv=0.7508, cycle=0.0964, id=0.0682)
[47/200] D=0.3963 G=1.9526 (adv=0.7579, cycle=0.0955, id=0.0685)
[48/200] D=0.5613 G=2.0734 (adv=0.8131, cycle=0.1011, id=0.0711)
[49/200] D=0.4367 G=1.7690 (adv=0.6425, cycle=0.0888, id=0.0682)
[50/200] D=0.4243 G=1.7951 (adv=0.6728, cycle=0.0885, id=0.0677)
[51/200] D=0.4107 G=1.8087 (adv=0.7004, cycle=0.0880, id=0.0652)
[52/200] D=0.3956 G=1.9420 (adv=0.7577, cycle=0.0949, id=0.0671)
[53/200] D=0.3960 G=1.9254 (adv=0.7590, cycle=0.0935, id=0.0662)
[54/200] D=0.3965 G=1.9342 (adv=0.7699, cycle=0.0935, id=0.0654)
[55/200] D=0.4021 G=1.9069 (adv=0.7565, cycle=0.0926, id=0.0643)
[56/200] D=0.4019 G=1.9160 (adv=0.7645, cycle=0.0927, id=0.0641)
[57/200] D=0.4097 G=2.0038 (adv=0.8035, cycle=0.0969, id=0.0662)
[58/200] D=0.3900 G=1.9131 (adv=0.7653, cycle=0.0920, id=0.0651)
[59/200] D=0.3985 G=1.9156 (adv=0.7788, cycle=0.0916, id=0.0630)
[60/200] D=0.4160 G=2.0019 (adv=0.7930, cycle=0.0971, id=0.0678)
[61/200] D=0.5256 G=1.9978 (adv=0.8388, cycle=0.0934, id=0.0643)
[62/200] D=0.4413 G=1.7616 (adv=0.6737, cycle=0.0869, id=0.0627)
[63/200] D=0.4305 G=1.8303 (adv=0.7071, cycle=0.0896, id=0.0649)
[64/200] D=0.4220 G=1.7827 (adv=0.7021, cycle=0.0861, id=0.0627)
[65/200] D=0.4288 G=1.7801 (adv=0.7020, cycle=0.0864, id=0.0612)
[66/200] D=0.4242 G=1.7654 (adv=0.7039, cycle=0.0849, id=0.0607)
[67/200] D=0.5758 G=1.9778 (adv=0.7962, cycle=0.0947, id=0.0671)
[68/200] D=0.4582 G=1.5974 (adv=0.5884, cycle=0.0793, id=0.0617)
[69/200] D=0.4484 G=1.5915 (adv=0.6089, cycle=0.0775, id=0.0593)
[70/200] D=0.4342 G=1.6201 (adv=0.6339, cycle=0.0783, id=0.0582)
[71/200] D=0.4180 G=1.7145 (adv=0.6808, cycle=0.0827, id=0.0591)
[72/200] D=0.4051 G=1.8137 (adv=0.7222, cycle=0.0879, id=0.0606)
[73/200] D=0.3917 G=1.8796 (adv=0.7591, cycle=0.0903, id=0.0623)
[74/200] D=0.3960 G=1.8065 (adv=0.7411, cycle=0.0859, id=0.0589)
[75/200] D=0.3974 G=1.8616 (adv=0.7685, cycle=0.0880, id=0.0608)
[76/200] D=0.3852 G=1.9520 (adv=0.7891, cycle=0.0928, id=0.0671)
[77/200] D=0.4074 G=1.8575 (adv=0.7722, cycle=0.0875, id=0.0601)
[78/200] D=0.4003 G=1.8259 (adv=0.7633, cycle=0.0860, id=0.0579)
[79/200] D=0.3933 G=1.8586 (adv=0.7772, cycle=0.0875, id=0.0590)
