[1/200] D=0.4153 G=4.4454 (adv=0.7540, cycle=0.2756, id=0.2671)
[2/200] D=0.4043 G=3.4717 (adv=0.7245, cycle=0.2054, id=0.1982)
[3/200] D=0.3809 G=3.3556 (adv=0.8248, cycle=0.1897, id=0.1809)
[4/200] D=0.3752 G=3.2385 (adv=0.8507, cycle=0.1795, id=0.1693)
[5/200] D=0.3646 G=3.1579 (adv=0.8716, cycle=0.1729, id=0.1592)
[6/200] D=0.3636 G=3.1540 (adv=0.8876, cycle=0.1726, id=0.1544)
[7/200] D=0.4025 G=3.1393 (adv=0.8753, cycle=0.1723, id=0.1546)
[8/200] D=0.3680 G=2.9121 (adv=0.8421, cycle=0.1575, id=0.1413)
[9/200] D=0.3645 G=3.0056 (adv=0.8822, cycle=0.1632, id=0.1403)
[10/200] D=0.3655 G=2.9706 (adv=0.8982, cycle=0.1588, id=0.1384)
[11/200] D=0.3665 G=2.9571 (adv=0.8953, cycle=0.1594, id=0.1337)
[12/200] D=0.3728 G=2.8540 (adv=0.8845, cycle=0.1519, id=0.1288)
[13/200] D=0.3704 G=2.8452 (adv=0.8800, cycle=0.1517, id=0.1282)
[14/200] D=0.3721 G=2.7866 (adv=0.8789, cycle=0.1477, id=0.1231)
[15/200] D=0.3703 G=2.8311 (adv=0.8827, cycle=0.1511, id=0.1249)
[16/200] D=0.4567 G=2.8122 (adv=0.9371, cycle=0.1457, id=0.1195)
[17/200] D=0.4036 G=2.5360 (adv=0.7502, cycle=0.1378, id=0.1164)
[18/200] D=0.3770 G=2.6541 (adv=0.8277, cycle=0.1417, id=0.1170)
[19/200] D=0.3697 G=2.7272 (adv=0.8720, cycle=0.1447, id=0.1165)
[20/200] D=0.3764 G=2.6565 (adv=0.8652, cycle=0.1396, id=0.1130)
[21/200] D=0.3745 G=2.6743 (adv=0.8765, cycle=0.1400, id=0.1136)
[22/200] D=0.3787 G=2.6647 (adv=0.8744, cycle=0.1394, id=0.1132)
[23/200] D=0.3814 G=2.6189 (adv=0.8661, cycle=0.1367, id=0.1102)
[24/200] D=0.3765 G=2.6091 (adv=0.8646, cycle=0.1362, id=0.1093)
[25/200] D=0.3786 G=2.6573 (adv=0.8793, cycle=0.1391, id=0.1107)
[26/200] D=0.3760 G=2.5834 (adv=0.8761, cycle=0.1333, id=0.1069)
[27/200] D=0.3782 G=2.5653 (adv=0.8697, cycle=0.1330, id=0.1044)
[28/200] D=0.3798 G=2.5672 (adv=0.8684, cycle=0.1331, id=0.1050)
[29/200] D=0.3717 G=2.6640 (adv=0.8991, cycle=0.1386, id=0.1083)
[30/200] D=0.3792 G=2.5801 (adv=0.8824, cycle=0.1330, id=0.1051)
[31/200] D=0.3779 G=2.5406 (adv=0.8715, cycle=0.1307, id=0.1034)
[32/200] D=0.3683 G=2.6216 (adv=0.8983, cycle=0.1356, id=0.1048)
[33/200] D=0.3723 G=2.5668 (adv=0.8832, cycle=0.1320, id=0.1040)
[34/200] D=0.3742 G=2.5282 (adv=0.8894, cycle=0.1289, id=0.1001)
[35/200] D=0.4455 G=2.5436 (adv=0.8848, cycle=0.1306, id=0.1009)
[36/200] D=0.3758 G=2.4248 (adv=0.8160, cycle=0.1263, id=0.0987)
[37/200] D=0.3756 G=2.4837 (adv=0.8530, cycle=0.1282, id=0.0996)
[38/200] D=0.3736 G=2.4997 (adv=0.8637, cycle=0.1288, id=0.0996)
[39/200] D=0.3705 G=2.5045 (adv=0.8852, cycle=0.1273, id=0.0988)
[40/200] D=0.3749 G=2.4939 (adv=0.8815, cycle=0.1269, id=0.0981)
[41/200] D=0.4079 G=2.5390 (adv=0.8999, cycle=0.1292, id=0.0992)
[42/200] D=0.3724 G=2.4042 (adv=0.8252, cycle=0.1240, id=0.0969)
[43/200] D=0.3668 G=2.4859 (adv=0.8727, cycle=0.1266, id=0.0992)
[44/200] D=0.3646 G=2.4797 (adv=0.8933, cycle=0.1247, id=0.0971)
[45/200] D=0.3643 G=2.4990 (adv=0.9104, cycle=0.1249, id=0.0969)
[46/200] D=0.3670 G=2.5080 (adv=0.9160, cycle=0.1254, id=0.0966)
[47/200] D=0.3677 G=2.4490 (adv=0.8867, cycle=0.1232, id=0.0945)
[48/200] D=0.3669 G=2.4748 (adv=0.9010, cycle=0.1242, id=0.0947)
[49/200] D=0.5085 G=2.4232 (adv=0.8485, cycle=0.1236, id=0.0968)
[50/200] D=0.3633 G=2.4189 (adv=0.8449, cycle=0.1230, id=0.0984)
[51/200] D=0.3645 G=2.4008 (adv=0.8620, cycle=0.1204, id=0.0956)
[52/200] D=0.3654 G=2.3836 (adv=0.8695, cycle=0.1184, id=0.0943)
[53/200] D=0.4283 G=2.5287 (adv=0.9385, cycle=0.1247, id=0.0981)
[54/200] D=0.3622 G=2.3734 (adv=0.8309, cycle=0.1211, id=0.0947)
[55/200] D=0.3570 G=2.3907 (adv=0.8709, cycle=0.1193, id=0.0933)
[56/200] D=0.3502 G=2.3926 (adv=0.8859, cycle=0.1187, id=0.0913)
[57/200] D=0.3554 G=2.4563 (adv=0.9172, cycle=0.1213, id=0.0932)
[58/200] D=0.3492 G=2.4511 (adv=0.9258, cycle=0.1205, id=0.0917)
[59/200] D=0.3532 G=2.4093 (adv=0.9205, cycle=0.1172, id=0.0906)
[60/200] D=0.3537 G=2.4219 (adv=0.9365, cycle=0.1175, id=0.0888)
[61/200] D=0.3445 G=2.4641 (adv=0.9476, cycle=0.1198, id=0.0911)
[62/200] D=0.3498 G=2.4464 (adv=0.9320, cycle=0.1192, id=0.0922)
[63/200] D=0.3551 G=2.4507 (adv=0.9476, cycle=0.1180, id=0.0924)
