[1/200] D=0.4128 G=4.7396 (adv=0.7461, cycle=0.3558, id=0.4354)
[2/200] D=0.3898 G=3.6788 (adv=0.7328, cycle=0.2597, id=0.3493)
[3/200] D=0.3691 G=3.5378 (adv=0.8178, cycle=0.2382, id=0.3385)
[4/200] D=0.3569 G=3.4470 (adv=0.8677, cycle=0.2252, id=0.3269)
[5/200] D=0.3489 G=3.4120 (adv=0.9014, cycle=0.2191, id=0.3195)
[6/200] D=0.3395 G=3.3740 (adv=0.9203, cycle=0.2145, id=0.3090)
[7/200] D=0.4184 G=3.1924 (adv=0.8401, cycle=0.2049, id=0.3032)
[8/200] D=0.3524 G=3.2583 (adv=0.8659, cycle=0.2093, id=0.2989)
[9/200] D=0.3386 G=3.2728 (adv=0.9319, cycle=0.2046, id=0.2951)
[10/200] D=0.3400 G=3.2480 (adv=0.9382, cycle=0.2025, id=0.2846)
[11/200] D=0.3461 G=3.2227 (adv=0.9446, cycle=0.1998, id=0.2800)
[12/200] D=0.3295 G=3.2354 (adv=0.9557, cycle=0.1998, id=0.2817)
[13/200] D=0.3323 G=3.2171 (adv=0.9875, cycle=0.1955, id=0.2747)
[14/200] D=0.3285 G=3.2235 (adv=0.9802, cycle=0.1971, id=0.2719)
[15/200] D=0.4302 G=3.0758 (adv=0.9301, cycle=0.1883, id=0.2626)
[16/200] D=0.3675 G=2.9386 (adv=0.8349, cycle=0.1844, id=0.2592)
[17/200] D=0.3379 G=3.0451 (adv=0.9259, cycle=0.1861, id=0.2578)
[18/200] D=0.3294 G=3.1126 (adv=0.9700, cycle=0.1890, id=0.2527)
[19/200] D=0.3282 G=3.1463 (adv=0.9871, cycle=0.1905, id=0.2537)
[20/200] D=0.3412 G=3.1188 (adv=0.9676, cycle=0.1896, id=0.2552)
[21/200] D=0.3285 G=3.1293 (adv=0.9859, cycle=0.1893, id=0.2508)
[22/200] D=0.3272 G=3.1243 (adv=0.9939, cycle=0.1880, id=0.2505)
[23/200] D=0.3251 G=3.1622 (adv=1.0257, cycle=0.1884, id=0.2526)
[24/200] D=0.3197 G=3.2150 (adv=1.0399, cycle=0.1922, id=0.2530)
[25/200] D=0.3319 G=3.2143 (adv=0.9950, cycle=0.1961, id=0.2583)
[26/200] D=0.3296 G=3.1639 (adv=1.0035, cycle=0.1906, id=0.2548)
[27/200] D=0.3319 G=3.1378 (adv=0.9989, cycle=0.1893, id=0.2464)
[28/200] D=0.3255 G=3.1648 (adv=1.0030, cycle=0.1907, id=0.2545)
[29/200] D=0.3245 G=3.1518 (adv=1.0054, cycle=0.1898, id=0.2481)
[30/200] D=0.3307 G=3.1045 (adv=1.0046, cycle=0.1859, id=0.2406)
[31/200] D=0.3271 G=3.1676 (adv=1.0151, cycle=0.1908, id=0.2446)
[32/200] D=0.3253 G=3.1414 (adv=1.0199, cycle=0.1879, id=0.2421)
[33/200] D=0.3205 G=3.1599 (adv=1.0331, cycle=0.1879, id=0.2480)
[34/200] D=0.3284 G=3.0646 (adv=1.0054, cycle=0.1824, id=0.2356)
[35/200] D=0.3359 G=3.1194 (adv=1.0281, cycle=0.1853, id=0.2383)
[36/200] D=0.3235 G=3.0569 (adv=0.9995, cycle=0.1825, id=0.2327)
[37/200] D=0.3299 G=3.0473 (adv=1.0136, cycle=0.1800, id=0.2335)
[38/200] D=0.3385 G=2.9854 (adv=0.9979, cycle=0.1760, id=0.2279)
[39/200] D=0.3307 G=3.0297 (adv=1.0023, cycle=0.1793, id=0.2347)
[40/200] D=0.4652 G=2.9414 (adv=0.9866, cycle=0.1732, id=0.2231)
[41/200] D=0.3888 G=2.6817 (adv=0.8155, cycle=0.1642, id=0.2241)
[42/200] D=0.3587 G=2.8314 (adv=0.8764, cycle=0.1721, id=0.2341)
[43/200] D=0.3363 G=2.8642 (adv=0.9285, cycle=0.1708, id=0.2279)
[44/200] D=0.3322 G=2.8740 (adv=0.9612, cycle=0.1691, id=0.2217)
[45/200] D=0.5734 G=3.2506 (adv=1.0960, cycle=0.1902, id=0.2530)
[46/200] D=0.3764 G=2.6891 (adv=0.8156, cycle=0.1646, id=0.2271)
[47/200] D=0.3655 G=2.6827 (adv=0.8318, cycle=0.1626, id=0.2250)
[48/200] D=0.3670 G=2.6813 (adv=0.8363, cycle=0.1628, id=0.2173)
[49/200] D=0.3428 G=2.7894 (adv=0.9014, cycle=0.1667, id=0.2212)
[50/200] D=0.3633 G=2.6903 (adv=0.8722, cycle=0.1603, id=0.2148)
[51/200] D=0.3395 G=2.8007 (adv=0.9166, cycle=0.1663, id=0.2210)
[52/200] D=0.3356 G=2.8816 (adv=0.9427, cycle=0.1716, id=0.2226)
[53/200] D=0.3319 G=2.8661 (adv=0.9657, cycle=0.1680, id=0.2202)
[54/200] D=0.3339 G=2.8568 (adv=0.9675, cycle=0.1672, id=0.2173)
[55/200] D=0.3327 G=2.8439 (adv=0.9792, cycle=0.1653, id=0.2120)
[56/200] D=0.3344 G=2.8156 (adv=0.9660, cycle=0.1639, id=0.2106)
[57/200] D=0.3369 G=2.8425 (adv=0.9671, cycle=0.1662, id=0.2136)
[58/200] D=0.3313 G=2.8722 (adv=0.9985, cycle=0.1661, id=0.2125)
[59/200] D=0.3354 G=2.8078 (adv=0.9671, cycle=0.1635, id=0.2056)
[60/200] D=0.3443 G=2.8174 (adv=0.9719, cycle=0.1633, id=0.2130)
[61/200] D=0.3417 G=2.7729 (adv=0.9563, cycle=0.1610, id=0.2067)
[62/200] D=0.3392 G=2.8258 (adv=0.9838, cycle=0.1631, id=0.2114)
[63/200] D=0.3410 G=2.7824 (adv=0.9714, cycle=0.1604, id=0.2069)
[64/200] D=0.5171 G=2.8826 (adv=0.9757, cycle=0.1690, id=0.2173)
[65/200] D=0.3722 G=2.5855 (adv=0.8491, cycle=0.1532, id=0.2039)
[66/200] D=0.3560 G=2.6111 (adv=0.8802, cycle=0.1531, id=0.2003)
[67/200] D=0.3471 G=2.6547 (adv=0.9061, cycle=0.1548, id=0.2007)
[68/200] D=0.3396 G=2.7292 (adv=0.9416, cycle=0.1583, id=0.2044)
[69/200] D=0.3352 G=2.7515 (adv=0.9588, cycle=0.1585, id=0.2081)
[70/200] D=0.5271 G=2.8369 (adv=0.9782, cycle=0.1647, id=0.2117)
[71/200] D=0.4094 G=2.4341 (adv=0.7341, cycle=0.1501, id=0.1992)
[72/200] D=0.4007 G=2.4075 (adv=0.7611, cycle=0.1457, id=0.1889)
[73/200] D=0.3895 G=2.5119 (adv=0.8049, cycle=0.1505, id=0.2017)
[74/200] D=0.3790 G=2.4758 (adv=0.8085, cycle=0.1475, id=0.1922)
[75/200] D=0.3548 G=2.5563 (adv=0.8789, cycle=0.1483, id=0.1946)
[76/200] D=0.3461 G=2.7155 (adv=0.9173, cycle=0.1593, id=0.2057)
[77/200] D=0.3432 G=2.6931 (adv=0.9311, cycle=0.1563, id=0.1995)
[78/200] D=0.3362 G=2.6841 (adv=0.9522, cycle=0.1532, id=0.1997)
[79/200] D=0.3433 G=2.6827 (adv=0.9653, cycle=0.1525, id=0.1923)
[80/200] D=0.3346 G=2.7079 (adv=0.9614, cycle=0.1546, id=0.2007)
[81/200] D=0.3374 G=2.6748 (adv=0.9700, cycle=0.1511, id=0.1936)
[82/200] D=0.3458 G=2.6505 (adv=0.9482, cycle=0.1509, id=0.1934)
[83/200] D=0.3436 G=2.6663 (adv=0.9488, cycle=0.1524, id=0.1934)
[84/200] D=0.3363 G=2.6938 (adv=0.9773, cycle=0.1522, id=0.1944)
[85/200] D=0.3413 G=2.6677 (adv=0.9784, cycle=0.1499, id=0.1899)
[86/200] D=0.3425 G=2.6476 (adv=0.9619, cycle=0.1498, id=0.1872)
[87/200] D=0.3389 G=2.6968 (adv=0.9749, cycle=0.1522, id=0.2002)
[88/200] D=0.8111 G=2.9624 (adv=1.0169, cycle=0.1724, id=0.2215)
[89/200] D=0.4061 G=2.3696 (adv=0.7406, cycle=0.1440, id=0.1894)
[90/200] D=0.7215 G=2.8777 (adv=0.8755, cycle=0.1789, id=0.2127)
[91/200] D=0.4597 G=2.2106 (adv=0.5989, cycle=0.1422, id=0.1896)
[92/200] D=0.4454 G=2.1734 (adv=0.6205, cycle=0.1364, id=0.1884)
[93/200] D=0.4316 G=2.2305 (adv=0.6560, cycle=0.1387, id=0.1879)
[94/200] D=0.4286 G=2.2271 (adv=0.6713, cycle=0.1368, id=0.1881)
[95/200] D=0.4191 G=2.2117 (adv=0.6859, cycle=0.1344, id=0.1818)
[96/200] D=0.4127 G=2.2593 (adv=0.7141, cycle=0.1362, id=0.1837)
[97/200] D=0.4034 G=2.2980 (adv=0.7380, cycle=0.1378, id=0.1824)
[98/200] D=0.3950 G=2.3125 (adv=0.7570, cycle=0.1375, id=0.1803)
[99/200] D=0.3833 G=2.3677 (adv=0.7975, cycle=0.1387, id=0.1833)
[100/200] D=0.3839 G=2.4199 (adv=0.8219, cycle=0.1416, id=0.1819)
[101/200] D=0.3757 G=2.4176 (adv=0.8347, cycle=0.1404, id=0.1785)
[102/200] D=0.3684 G=2.4825 (adv=0.8498, cycle=0.1454, id=0.1792)
[103/200] D=0.3721 G=2.4823 (adv=0.8550, cycle=0.1445, id=0.1818)
[104/200] D=0.3687 G=2.4913 (adv=0.8675, cycle=0.1441, id=0.1830)
[105/200] D=0.3648 G=2.4989 (adv=0.8813, cycle=0.1435, id=0.1827)
[106/200] D=0.3600 G=2.5311 (adv=0.9095, cycle=0.1438, id=0.1836)
[107/200] D=0.3388 G=2.5637 (adv=0.9422, cycle=0.1435, id=0.1868)
[108/200] D=0.3351 G=2.5439 (adv=0.9548, cycle=0.1409, id=0.1801)
[109/200] D=0.3364 G=2.5782 (adv=0.9615, cycle=0.1431, id=0.1862)
[110/200] D=0.5239 G=2.7746 (adv=1.0402, cycle=0.1542, id=0.1921)
[111/200] D=0.3884 G=2.3575 (adv=0.7734, cycle=0.1407, id=0.1773)
[112/200] D=0.3538 G=2.4565 (adv=0.8633, cycle=0.1417, id=0.1762)
[113/200] D=0.3345 G=2.5217 (adv=0.9073, cycle=0.1429, id=0.1850)
[114/200] D=0.3310 G=2.4710 (adv=0.9061, cycle=0.1385, id=0.1794)
[115/200] D=0.3220 G=2.6245 (adv=0.9751, cycle=0.1463, id=0.1862)
[116/200] D=0.3405 G=2.5219 (adv=0.9013, cycle=0.1435, id=0.1860)
[117/200] D=0.3299 G=2.6258 (adv=0.9754, cycle=0.1467, id=0.1829)
[118/200] D=0.3318 G=2.5272 (adv=0.9459, cycle=0.1401, id=0.1803)
[119/200] D=0.3308 G=2.5327 (adv=0.9578, cycle=0.1395, id=0.1800)
[120/200] D=0.3325 G=2.5774 (adv=0.9703, cycle=0.1430, id=0.1768)
[121/200] D=0.3238 G=2.6486 (adv=1.0043, cycle=0.1460, id=0.1842)
[122/200] D=0.3349 G=2.4954 (adv=0.9273, cycle=0.1393, id=0.1750)
[123/200] D=0.3217 G=2.5466 (adv=1.0005, cycle=0.1376, id=0.1697)
[124/200] D=0.3288 G=2.4859 (adv=0.9530, cycle=0.1361, id=0.1720)
[125/200] D=0.3099 G=2.5334 (adv=0.9987, cycle=0.1363, id=0.1722)
[126/200] D=0.2998 G=2.5562 (adv=1.0305, cycle=0.1351, id=0.1743)
[127/200] D=0.2895 G=2.6004 (adv=1.0685, cycle=0.1360, id=0.1722)
[128/200] D=0.2919 G=2.5791 (adv=1.0587, cycle=0.1348, id=0.1722)
[129/200] D=0.2785 G=2.6599 (adv=1.1200, cycle=0.1362, id=0.1781)
[130/200] D=0.2499 G=2.7022 (adv=1.1557, cycle=0.1374, id=0.1727)
[131/200] D=0.2648 G=2.6762 (adv=1.1230, cycle=0.1375, id=0.1784)
[132/200] D=0.2575 G=2.6431 (adv=1.1331, cycle=0.1340, id=0.1704)
[133/200] D=0.2517 G=2.7129 (adv=1.1754, cycle=0.1361, id=0.1763)
[134/200] D=0.2430 G=2.7615 (adv=1.2200, cycle=0.1369, id=0.1720)
[135/200] D=0.2352 G=2.7860 (adv=1.2080, cycle=0.1400, id=0.1781)
[136/200] D=0.2357 G=2.7372 (adv=1.2051, cycle=0.1360, id=0.1725)
[137/200] D=0.2291 G=2.7789 (adv=1.2542, cycle=0.1353, id=0.1713)
[138/200] D=0.2318 G=2.7594 (adv=1.2338, cycle=0.1355, id=0.1708)
[139/200] D=0.2233 G=2.7624 (adv=1.2615, cycle=0.1332, id=0.1693)
[140/200] D=0.2179 G=2.7421 (adv=1.2671, cycle=0.1308, id=0.1666)
[141/200] D=0.2227 G=2.7436 (adv=1.2539, cycle=0.1321, id=0.1683)
[142/200] D=0.2326 G=2.7688 (adv=1.2661, cycle=0.1334, id=0.1684)
[143/200] D=0.2600 G=2.6351 (adv=1.1051, cycle=0.1366, id=0.1639)
[144/200] D=0.2595 G=2.6334 (adv=1.1261, cycle=0.1342, id=0.1650)
[145/200] D=0.2582 G=2.6747 (adv=1.1418, cycle=0.1365, id=0.1680)
[146/200] D=0.2465 G=2.6949 (adv=1.1861, cycle=0.1341, id=0.1675)
[147/200] D=0.2269 G=2.7412 (adv=1.2551, cycle=0.1322, id=0.1641)
[148/200] D=0.2175 G=2.7338 (adv=1.2773, cycle=0.1295, id=0.1617)
[149/200] D=0.2034 G=2.7361 (adv=1.2973, cycle=0.1281, id=0.1576)
[150/200] D=0.2056 G=2.7110 (adv=1.2842, cycle=0.1268, id=0.1584)
[151/200] D=0.2007 G=2.7911 (adv=1.3192, cycle=0.1307, id=0.1650)
[152/200] D=0.1977 G=2.7706 (adv=1.3105, cycle=0.1298, id=0.1617)
