[1/200] D=0.4533 G=5.8250 (adv=0.7460, cycle=0.3459, id=0.3240)
[2/200] D=0.3999 G=4.0272 (adv=0.7293, cycle=0.2258, id=0.2080)
[3/200] D=0.3677 G=3.8395 (adv=0.8356, cycle=0.2081, id=0.1845)
[4/200] D=0.3888 G=3.6290 (adv=0.7317, cycle=0.2033, id=0.1728)
[5/200] D=0.3882 G=3.4732 (adv=0.7834, cycle=0.1896, id=0.1588)
[6/200] D=0.3712 G=3.4141 (adv=0.8086, cycle=0.1832, id=0.1546)
[7/200] D=0.3751 G=3.3536 (adv=0.8379, cycle=0.1776, id=0.1480)
[8/200] D=0.3863 G=3.2707 (adv=0.8379, cycle=0.1715, id=0.1436)
[9/200] D=0.3647 G=3.2493 (adv=0.8446, cycle=0.1703, id=0.1403)
[10/200] D=0.3564 G=3.1977 (adv=0.8717, cycle=0.1650, id=0.1352)
[11/200] D=0.3681 G=3.2179 (adv=0.8882, cycle=0.1653, id=0.1354)
[12/200] D=0.3502 G=3.0930 (adv=0.8740, cycle=0.1575, id=0.1288)
[13/200] D=0.3487 G=3.1240 (adv=0.9078, cycle=0.1581, id=0.1271)
[14/200] D=0.3406 G=3.1440 (adv=0.9071, cycle=0.1599, id=0.1276)
[15/200] D=0.3371 G=3.1226 (adv=0.9357, cycle=0.1561, id=0.1252)
[16/200] D=0.3521 G=3.0501 (adv=0.9139, cycle=0.1532, id=0.1209)
[17/200] D=0.3925 G=3.0733 (adv=0.9340, cycle=0.1536, id=0.1207)
[18/200] D=0.3436 G=2.9581 (adv=0.8857, cycle=0.1478, id=0.1188)
[19/200] D=0.3304 G=2.9725 (adv=0.9122, cycle=0.1481, id=0.1158)
[20/200] D=0.3325 G=3.0172 (adv=0.9464, cycle=0.1488, id=0.1166)
[21/200] D=0.3354 G=2.9849 (adv=0.9287, cycle=0.1480, id=0.1153)
[22/200] D=0.3439 G=2.9770 (adv=0.9260, cycle=0.1478, id=0.1146)
[23/200] D=0.4969 G=3.0591 (adv=0.9953, cycle=0.1481, id=0.1165)
[24/200] D=0.4046 G=2.6650 (adv=0.7484, cycle=0.1359, id=0.1115)
[25/200] D=0.3575 G=2.7654 (adv=0.8265, cycle=0.1385, id=0.1107)
[26/200] D=0.3526 G=2.7586 (adv=0.8534, cycle=0.1368, id=0.1074)
[27/200] D=0.6027 G=3.1588 (adv=1.0625, cycle=0.1516, id=0.1161)
[28/200] D=0.4099 G=2.5695 (adv=0.7310, cycle=0.1309, id=0.1059)
[29/200] D=0.3988 G=2.5713 (adv=0.7528, cycle=0.1303, id=0.1031)
[30/200] D=0.3981 G=2.5751 (adv=0.7680, cycle=0.1293, id=0.1028)
[31/200] D=0.3844 G=2.5840 (adv=0.7897, cycle=0.1282, id=0.1025)
[32/200] D=0.3813 G=2.5857 (adv=0.8089, cycle=0.1277, id=0.0999)
[33/200] D=0.3765 G=2.5933 (adv=0.8217, cycle=0.1278, id=0.0987)
[34/200] D=0.3733 G=2.6435 (adv=0.8543, cycle=0.1289, id=0.1000)
[35/200] D=0.3556 G=2.6244 (adv=0.8621, cycle=0.1271, id=0.0983)
[36/200] D=0.3542 G=2.6875 (adv=0.8832, cycle=0.1302, id=0.1005)
[37/200] D=0.3435 G=2.6817 (adv=0.8939, cycle=0.1285, id=0.1006)
[38/200] D=0.3400 G=2.7386 (adv=0.9242, cycle=0.1315, id=0.0999)
[39/200] D=0.3427 G=2.7355 (adv=0.9240, cycle=0.1313, id=0.0997)
[40/200] D=0.3416 G=2.7003 (adv=0.9222, cycle=0.1288, id=0.0981)
[41/200] D=0.3432 G=2.7365 (adv=0.9308, cycle=0.1312, id=0.0987)
[42/200] D=0.3395 G=2.6911 (adv=0.9203, cycle=0.1291, id=0.0959)
[43/200] D=0.4824 G=2.7970 (adv=0.9496, cycle=0.1349, id=0.0997)
[44/200] D=0.4155 G=2.4002 (adv=0.7047, cycle=0.1224, id=0.0943)
[45/200] D=0.3808 G=2.4520 (adv=0.7789, cycle=0.1209, id=0.0927)
[46/200] D=0.3604 G=2.5582 (adv=0.8416, cycle=0.1251, id=0.0932)
[47/200] D=0.3523 G=2.6213 (adv=0.8684, cycle=0.1280, id=0.0945)
[48/200] D=0.3502 G=2.5938 (adv=0.8834, cycle=0.1247, id=0.0927)
[49/200] D=0.3479 G=2.6447 (adv=0.9037, cycle=0.1272, id=0.0938)
[50/200] D=0.3443 G=2.6813 (adv=0.9122, cycle=0.1293, id=0.0952)
[51/200] D=0.3421 G=2.6242 (adv=0.9065, cycle=0.1258, id=0.0919)
[52/200] D=0.3480 G=2.6467 (adv=0.9264, cycle=0.1265, id=0.0910)
[53/200] D=0.3374 G=2.7100 (adv=0.9334, cycle=0.1304, id=0.0945)
[54/200] D=0.3394 G=2.6398 (adv=0.9348, cycle=0.1252, id=0.0906)
[55/200] D=0.3515 G=2.6303 (adv=0.9238, cycle=0.1253, id=0.0907)
[56/200] D=0.3450 G=2.6403 (adv=0.9302, cycle=0.1254, id=0.0913)
[57/200] D=0.3397 G=2.6652 (adv=0.9472, cycle=0.1268, id=0.0901)
[58/200] D=0.3457 G=2.6374 (adv=0.9376, cycle=0.1251, id=0.0897)
[59/200] D=0.3434 G=2.6554 (adv=0.9479, cycle=0.1263, id=0.0889)
[60/200] D=0.5682 G=3.2485 (adv=1.1819, cycle=0.1527, id=0.1079)
[61/200] D=0.4799 G=2.4831 (adv=0.8209, cycle=0.1208, id=0.0908)
[62/200] D=0.4240 G=2.2427 (adv=0.6468, cycle=0.1147, id=0.0898)
[63/200] D=0.3756 G=2.3813 (adv=0.7746, cycle=0.1164, id=0.0885)
[64/200] D=0.3487 G=2.4489 (adv=0.8460, cycle=0.1165, id=0.0875)
[65/200] D=0.3368 G=2.5200 (adv=0.8984, cycle=0.1188, id=0.0868)
[66/200] D=0.3393 G=2.5646 (adv=0.9094, cycle=0.1214, id=0.0882)
[67/200] D=0.3464 G=2.5271 (adv=0.8911, cycle=0.1203, id=0.0866)
[68/200] D=0.3439 G=2.5543 (adv=0.9065, cycle=0.1207, id=0.0881)
