[1/200] D=0.4204 G=5.1193 (adv=0.7982, cycle=0.3319, id=0.3341)
[2/200] D=0.3872 G=3.6076 (adv=0.7637, cycle=0.2199, id=0.2148)
[3/200] D=0.3433 G=3.3895 (adv=0.8865, cycle=0.1945, id=0.1859)
[4/200] D=0.3706 G=3.2218 (adv=0.7800, cycle=0.1919, id=0.1742)
[5/200] D=0.3835 G=3.0115 (adv=0.8045, cycle=0.1745, id=0.1539)
[6/200] D=0.3568 G=2.9005 (adv=0.8298, cycle=0.1642, id=0.1427)
[7/200] D=0.3734 G=2.9017 (adv=0.8433, cycle=0.1643, id=0.1384)
[8/200] D=0.4052 G=2.8521 (adv=0.8636, cycle=0.1590, id=0.1329)
[9/200] D=0.3932 G=2.6829 (adv=0.7882, cycle=0.1507, id=0.1292)
[10/200] D=0.3655 G=2.7128 (adv=0.8136, cycle=0.1519, id=0.1268)
[11/200] D=0.3576 G=2.6724 (adv=0.8323, cycle=0.1473, id=0.1223)
[12/200] D=0.3607 G=2.6219 (adv=0.8441, cycle=0.1425, id=0.1176)
[13/200] D=0.3625 G=2.6298 (adv=0.8518, cycle=0.1430, id=0.1159)
[14/200] D=0.3648 G=2.5698 (adv=0.8609, cycle=0.1372, id=0.1124)
[15/200] D=0.3662 G=2.5782 (adv=0.8621, cycle=0.1377, id=0.1129)
[16/200] D=0.3682 G=2.5083 (adv=0.8528, cycle=0.1337, id=0.1063)
[17/200] D=0.3686 G=2.4769 (adv=0.8439, cycle=0.1314, id=0.1064)
[18/200] D=0.3659 G=2.4701 (adv=0.8498, cycle=0.1306, id=0.1049)
[19/200] D=0.3764 G=2.4491 (adv=0.8453, cycle=0.1294, id=0.1031)
[20/200] D=0.3650 G=2.4519 (adv=0.8579, cycle=0.1285, id=0.1029)
[21/200] D=0.3673 G=2.4628 (adv=0.8490, cycle=0.1305, id=0.1029)
[22/200] D=0.3654 G=2.4322 (adv=0.8575, cycle=0.1274, id=0.1003)
[23/200] D=0.3895 G=2.4346 (adv=0.8653, cycle=0.1274, id=0.0984)
[24/200] D=0.3903 G=2.3230 (adv=0.8050, cycle=0.1228, id=0.0967)
[25/200] D=0.3669 G=2.3794 (adv=0.8399, cycle=0.1254, id=0.0953)
[26/200] D=0.3721 G=2.3315 (adv=0.8411, cycle=0.1212, id=0.0929)
[27/200] D=0.3739 G=2.3537 (adv=0.8333, cycle=0.1235, id=0.0950)
[28/200] D=0.3738 G=2.3276 (adv=0.8315, cycle=0.1217, id=0.0930)
[29/200] D=0.5361 G=2.6683 (adv=1.0462, cycle=0.1332, id=0.0967)
[30/200] D=0.4339 G=2.1743 (adv=0.6751, cycle=0.1208, id=0.0971)
[31/200] D=0.3984 G=2.0597 (adv=0.6806, cycle=0.1111, id=0.0893)
[32/200] D=0.3954 G=2.1017 (adv=0.7194, cycle=0.1119, id=0.0877)
