[1/200] D=0.4333 G=5.9262 (adv=0.7036, cycle=0.3494, id=0.3458)
[2/200] D=0.3834 G=4.4130 (adv=0.7517, cycle=0.2439, id=0.2445)
[3/200] D=0.3549 G=4.2358 (adv=0.8344, cycle=0.2282, id=0.2240)
[4/200] D=0.3466 G=4.0420 (adv=0.8754, cycle=0.2131, id=0.2072)
[5/200] D=0.3923 G=3.9821 (adv=0.8855, cycle=0.2098, id=0.1997)
[6/200] D=0.3495 G=3.8378 (adv=0.8626, cycle=0.2025, id=0.1900)
[7/200] D=0.3339 G=3.8716 (adv=0.9075, cycle=0.2026, id=0.1876)
[8/200] D=0.3527 G=3.9782 (adv=0.8891, cycle=0.2131, id=0.1916)
[9/200] D=0.3570 G=3.8608 (adv=0.8907, cycle=0.2062, id=0.1816)
[10/200] D=0.3603 G=3.7961 (adv=0.8987, cycle=0.2018, id=0.1758)
[11/200] D=0.3480 G=3.7304 (adv=0.9090, cycle=0.1962, id=0.1719)
[12/200] D=0.3448 G=3.7780 (adv=0.9268, cycle=0.1985, id=0.1732)
[13/200] D=0.3422 G=3.7116 (adv=0.9502, cycle=0.1928, id=0.1668)
[14/200] D=0.4045 G=3.7045 (adv=1.0105, cycle=0.1878, id=0.1632)
[15/200] D=0.4061 G=3.3666 (adv=0.7689, cycle=0.1809, id=0.1577)
[16/200] D=0.3687 G=3.4615 (adv=0.8362, cycle=0.1823, id=0.1605)
[17/200] D=0.3431 G=3.5640 (adv=0.9172, cycle=0.1840, id=0.1615)
[18/200] D=0.3316 G=3.5752 (adv=0.9563, cycle=0.1836, id=0.1567)
[19/200] D=0.3770 G=3.5954 (adv=0.9799, cycle=0.1830, id=0.1570)
[20/200] D=0.3159 G=3.5536 (adv=0.9468, cycle=0.1818, id=0.1577)
[21/200] D=0.3084 G=3.6757 (adv=1.0018, cycle=0.1869, id=0.1611)
[22/200] D=0.3366 G=3.5640 (adv=0.9484, cycle=0.1825, id=0.1581)
[23/200] D=0.3392 G=3.5319 (adv=0.9543, cycle=0.1797, id=0.1561)
[24/200] D=0.4871 G=3.6094 (adv=0.9786, cycle=0.1831, id=0.1601)
[25/200] D=0.3537 G=3.3386 (adv=0.8505, cycle=0.1716, id=0.1545)
[26/200] D=0.3383 G=3.3570 (adv=0.9065, cycle=0.1707, id=0.1487)
[27/200] D=0.3269 G=3.3622 (adv=0.9615, cycle=0.1678, id=0.1445)
[28/200] D=0.3279 G=3.5350 (adv=0.9933, cycle=0.1771, id=0.1541)
[29/200] D=0.3254 G=3.5221 (adv=0.9989, cycle=0.1762, id=0.1522)
[30/200] D=0.4980 G=3.4601 (adv=0.9845, cycle=0.1729, id=0.1493)
[31/200] D=0.3883 G=3.1973 (adv=0.8015, cycle=0.1661, id=0.1469)
[32/200] D=0.3722 G=3.1806 (adv=0.8198, cycle=0.1645, id=0.1432)
[33/200] D=0.3490 G=3.2973 (adv=0.8957, cycle=0.1674, id=0.1456)
[34/200] D=0.3322 G=3.2989 (adv=0.9399, cycle=0.1654, id=0.1410)
[35/200] D=0.3255 G=3.4000 (adv=0.9628, cycle=0.1709, id=0.1457)
[36/200] D=0.3910 G=3.2568 (adv=0.9284, cycle=0.1629, id=0.1398)
