[1/200] D=0.4386 G=5.7468 (adv=0.7769, cycle=0.3413, id=0.3115)
[2/200] D=0.3752 G=4.0704 (adv=0.8130, cycle=0.2254, id=0.2007)
[3/200] D=0.3505 G=3.7179 (adv=0.8212, cycle=0.2026, id=0.1741)
[4/200] D=0.3722 G=3.5042 (adv=0.7657, cycle=0.1942, id=0.1593)
[5/200] D=0.3763 G=3.3567 (adv=0.8074, cycle=0.1814, id=0.1471)
[6/200] D=0.3573 G=3.2556 (adv=0.8362, cycle=0.1728, id=0.1383)
[7/200] D=0.3510 G=3.2371 (adv=0.8797, cycle=0.1695, id=0.1326)
[8/200] D=0.3828 G=3.0891 (adv=0.8431, cycle=0.1613, id=0.1267)
[9/200] D=0.3476 G=3.0349 (adv=0.8551, cycle=0.1572, id=0.1216)
[10/200] D=0.3290 G=3.0665 (adv=0.8910, cycle=0.1571, id=0.1208)
[11/200] D=0.3240 G=3.1470 (adv=0.9292, cycle=0.1614, id=0.1207)
[12/200] D=0.3138 G=3.0275 (adv=0.9406, cycle=0.1523, id=0.1127)
[13/200] D=0.5022 G=2.7309 (adv=0.7929, cycle=0.1391, id=0.1093)
[14/200] D=0.3685 G=2.6650 (adv=0.7673, cycle=0.1367, id=0.1061)
[15/200] D=0.3583 G=2.8807 (adv=0.9035, cycle=0.1443, id=0.1068)
[16/200] D=0.3579 G=2.7318 (adv=0.7963, cycle=0.1411, id=0.1049)
[17/200] D=0.3060 G=2.8993 (adv=0.9479, cycle=0.1435, id=0.1033)
[18/200] D=0.3333 G=2.9159 (adv=0.9608, cycle=0.1439, id=0.1032)
[19/200] D=0.3614 G=2.9372 (adv=0.9248, cycle=0.1480, id=0.1065)
[20/200] D=0.3058 G=2.7991 (adv=0.9253, cycle=0.1384, id=0.0979)
[21/200] D=0.3089 G=2.8606 (adv=0.9606, cycle=0.1409, id=0.0981)
[22/200] D=0.7668 G=3.2607 (adv=1.0122, cycle=0.1655, id=0.1188)
[23/200] D=0.4210 G=2.3862 (adv=0.6834, cycle=0.1246, id=0.0913)
[24/200] D=0.3953 G=2.4377 (adv=0.7132, cycle=0.1265, id=0.0918)
[25/200] D=0.3806 G=2.4232 (adv=0.7516, cycle=0.1229, id=0.0886)
[26/200] D=0.3719 G=2.4205 (adv=0.7857, cycle=0.1210, id=0.0850)
[27/200] D=0.3608 G=2.5054 (adv=0.8085, cycle=0.1260, id=0.0873)
[28/200] D=0.3498 G=2.6634 (adv=0.8617, cycle=0.1339, id=0.0926)
[29/200] D=0.3506 G=2.5508 (adv=0.8511, cycle=0.1266, id=0.0867)
[30/200] D=0.3459 G=2.6044 (adv=0.8604, cycle=0.1295, id=0.0898)
