[1/200] D=0.4043 G=5.9674 (adv=0.7997, cycle=0.3492, id=0.3352)
[2/200] D=0.3652 G=4.6855 (adv=0.7875, cycle=0.2608, id=0.2581)
[3/200] D=0.3601 G=4.4125 (adv=0.8296, cycle=0.2402, id=0.2362)
[4/200] D=0.3499 G=4.2909 (adv=0.8775, cycle=0.2298, id=0.2231)
[5/200] D=0.3846 G=4.1256 (adv=0.8679, cycle=0.2202, id=0.2112)
[6/200] D=0.3283 G=4.0523 (adv=0.8990, cycle=0.2156, id=0.1994)
[7/200] D=0.3307 G=4.0866 (adv=0.9369, cycle=0.2161, id=0.1978)
[8/200] D=0.3339 G=4.0469 (adv=0.9228, cycle=0.2140, id=0.1968)
[9/200] D=0.3380 G=4.0146 (adv=0.9608, cycle=0.2112, id=0.1884)
[10/200] D=0.3350 G=3.9055 (adv=0.9469, cycle=0.2055, id=0.1808)
[11/200] D=0.3688 G=3.8826 (adv=0.9675, cycle=0.2023, id=0.1785)
[12/200] D=0.3519 G=3.7043 (adv=0.8698, cycle=0.1963, id=0.1743)
[13/200] D=0.3322 G=3.8073 (adv=0.9606, cycle=0.1979, id=0.1736)
[14/200] D=0.3284 G=3.7813 (adv=0.9618, cycle=0.1964, id=0.1711)
[15/200] D=0.3384 G=3.8408 (adv=0.9646, cycle=0.2025, id=0.1701)
[16/200] D=0.3289 G=3.8098 (adv=0.9904, cycle=0.1969, id=0.1701)
[17/200] D=0.3669 G=3.7315 (adv=0.9673, cycle=0.1928, id=0.1672)
[18/200] D=0.3268 G=3.6945 (adv=0.9652, cycle=0.1920, id=0.1618)
[19/200] D=0.4500 G=3.7034 (adv=0.9071, cycle=0.1961, id=0.1671)
[20/200] D=0.3484 G=3.5749 (adv=0.8788, cycle=0.1879, id=0.1635)
[21/200] D=0.3221 G=3.6245 (adv=0.9516, cycle=0.1871, id=0.1603)
[22/200] D=0.3258 G=3.6815 (adv=0.9650, cycle=0.1913, id=0.1608)
[23/200] D=0.3267 G=3.7051 (adv=0.9765, cycle=0.1921, id=0.1615)
[24/200] D=0.3300 G=3.7290 (adv=0.9900, cycle=0.1929, id=0.1620)
[25/200] D=0.3304 G=3.6978 (adv=0.9920, cycle=0.1902, id=0.1607)
[26/200] D=0.3204 G=3.6800 (adv=1.0219, cycle=0.1882, id=0.1553)
[27/200] D=0.3166 G=3.6122 (adv=1.0305, cycle=0.1824, id=0.1516)
[28/200] D=0.3297 G=3.6846 (adv=1.0162, cycle=0.1884, id=0.1569)
[29/200] D=0.3286 G=3.7402 (adv=1.0033, cycle=0.1930, id=0.1613)
[30/200] D=0.3670 G=3.5534 (adv=0.9875, cycle=0.1815, id=0.1502)
[31/200] D=0.3126 G=3.6281 (adv=1.0202, cycle=0.1840, id=0.1536)
[32/200] D=0.3146 G=3.6034 (adv=1.0225, cycle=0.1823, id=0.1515)
