[1/200] D=0.4587 G=5.6268 (adv=0.7518, cycle=0.3539, id=0.3341)
[2/200] D=0.3801 G=3.7129 (adv=0.7853, cycle=0.2150, id=0.1945)
[3/200] D=0.3392 G=3.5716 (adv=0.8843, cycle=0.1982, id=0.1763)
[4/200] D=0.3857 G=3.3722 (adv=0.7388, cycle=0.1950, id=0.1708)
[5/200] D=0.3723 G=3.2494 (adv=0.7882, cycle=0.1827, id=0.1586)
[6/200] D=0.3969 G=3.0782 (adv=0.7920, cycle=0.1700, id=0.1466)
[7/200] D=0.3629 G=3.0479 (adv=0.8335, cycle=0.1656, id=0.1397)
[8/200] D=0.3746 G=3.0298 (adv=0.8377, cycle=0.1648, id=0.1359)
[9/200] D=0.3508 G=2.9291 (adv=0.8368, cycle=0.1579, id=0.1283)
[10/200] D=0.4472 G=2.8765 (adv=0.8617, cycle=0.1516, id=0.1247)
[11/200] D=0.4036 G=2.6196 (adv=0.7211, cycle=0.1426, id=0.1180)
[12/200] D=0.3668 G=2.6217 (adv=0.7878, cycle=0.1383, id=0.1127)
[13/200] D=0.3485 G=2.7529 (adv=0.8457, cycle=0.1451, id=0.1141)
[14/200] D=0.3484 G=2.7089 (adv=0.8606, cycle=0.1407, id=0.1103)
[15/200] D=0.3463 G=2.7569 (adv=0.8767, cycle=0.1440, id=0.1100)
[16/200] D=0.4236 G=2.6239 (adv=0.8566, cycle=0.1354, id=0.1033)
[17/200] D=0.3614 G=2.5317 (adv=0.8102, cycle=0.1316, id=0.1014)
[18/200] D=0.3545 G=2.5663 (adv=0.8367, cycle=0.1327, id=0.1006)
[19/200] D=0.5175 G=2.6784 (adv=0.9271, cycle=0.1341, id=0.1025)
[20/200] D=0.4269 G=2.3224 (adv=0.6842, cycle=0.1249, id=0.0973)
[21/200] D=0.4004 G=2.3056 (adv=0.7161, cycle=0.1217, id=0.0931)
[22/200] D=0.3826 G=2.3666 (adv=0.7945, cycle=0.1209, id=0.0907)
[23/200] D=0.3602 G=2.4372 (adv=0.8272, cycle=0.1247, id=0.0908)
[24/200] D=0.3613 G=2.5241 (adv=0.8572, cycle=0.1296, id=0.0928)
[25/200] D=0.3755 G=2.4259 (adv=0.8259, cycle=0.1243, id=0.0892)
[26/200] D=0.3531 G=2.5299 (adv=0.8636, cycle=0.1305, id=0.0904)
[27/200] D=0.3662 G=2.4220 (adv=0.8353, cycle=0.1243, id=0.0859)
[28/200] D=0.3754 G=2.3918 (adv=0.8120, cycle=0.1236, id=0.0859)
[29/200] D=0.3830 G=2.4202 (adv=0.8257, cycle=0.1251, id=0.0859)
[30/200] D=0.3846 G=2.3800 (adv=0.8099, cycle=0.1226, id=0.0862)
[31/200] D=0.4643 G=2.4337 (adv=0.9001, cycle=0.1204, id=0.0825)
[32/200] D=0.4078 G=2.1846 (adv=0.7333, cycle=0.1126, id=0.0813)
[33/200] D=0.3960 G=2.2110 (adv=0.7700, cycle=0.1123, id=0.0795)
[34/200] D=0.3911 G=2.2342 (adv=0.7661, cycle=0.1151, id=0.0792)
[35/200] D=0.3806 G=2.2639 (adv=0.8038, cycle=0.1144, id=0.0789)
[36/200] D=0.3792 G=2.3048 (adv=0.8134, cycle=0.1171, id=0.0801)
[37/200] D=0.3736 G=2.2617 (adv=0.8096, cycle=0.1142, id=0.0774)
[38/200] D=0.3851 G=2.2699 (adv=0.8178, cycle=0.1141, id=0.0779)
[39/200] D=0.6471 G=2.5202 (adv=0.9281, cycle=0.1237, id=0.0887)
[40/200] D=0.4177 G=2.0367 (adv=0.6691, cycle=0.1059, id=0.0772)
[41/200] D=0.4105 G=2.0237 (adv=0.7102, cycle=0.1024, id=0.0724)
[42/200] D=0.4025 G=2.1340 (adv=0.7450, cycle=0.1090, id=0.0747)
[43/200] D=0.3904 G=2.0986 (adv=0.7636, cycle=0.1049, id=0.0715)
[44/200] D=0.3814 G=2.2168 (adv=0.7925, cycle=0.1123, id=0.0754)
[45/200] D=0.3797 G=2.1671 (adv=0.7889, cycle=0.1092, id=0.0717)
[46/200] D=0.3868 G=2.1387 (adv=0.7870, cycle=0.1066, id=0.0713)
[47/200] D=0.3843 G=2.2061 (adv=0.8026, cycle=0.1108, id=0.0740)
[48/200] D=0.3836 G=2.1565 (adv=0.8028, cycle=0.1071, id=0.0708)
[49/200] D=0.3976 G=2.1397 (adv=0.8050, cycle=0.1058, id=0.0693)
[50/200] D=0.3626 G=2.3663 (adv=0.8588, cycle=0.1199, id=0.0770)
[51/200] D=0.3836 G=2.2121 (adv=0.8201, cycle=0.1100, id=0.0731)
[52/200] D=0.3898 G=2.1673 (adv=0.8021, cycle=0.1079, id=0.0715)
[53/200] D=0.3826 G=2.1559 (adv=0.8178, cycle=0.1062, id=0.0689)
[54/200] D=0.4085 G=2.1339 (adv=0.8075, cycle=0.1050, id=0.0691)
[55/200] D=0.3800 G=2.1371 (adv=0.8070, cycle=0.1054, id=0.0691)
[56/200] D=0.3979 G=2.1325 (adv=0.8193, cycle=0.1044, id=0.0674)
[57/200] D=0.3771 G=2.1209 (adv=0.8143, cycle=0.1037, id=0.0673)
[58/200] D=0.4980 G=2.2299 (adv=0.8816, cycle=0.1071, id=0.0694)
[59/200] D=0.4209 G=1.9617 (adv=0.7160, cycle=0.0982, id=0.0659)
[60/200] D=0.4059 G=2.0486 (adv=0.7611, cycle=0.1020, id=0.0670)
[61/200] D=0.4006 G=2.0301 (adv=0.7594, cycle=0.1003, id=0.0669)
[62/200] D=0.3935 G=2.1169 (adv=0.7981, cycle=0.1049, id=0.0674)
[63/200] D=0.9260 G=2.7385 (adv=1.0066, cycle=0.1371, id=0.0901)
[64/200] D=0.4406 G=1.8461 (adv=0.6278, cycle=0.0948, id=0.0677)
[65/200] D=0.4414 G=1.8256 (adv=0.6402, cycle=0.0918, id=0.0669)
[66/200] D=0.4385 G=1.7836 (adv=0.6410, cycle=0.0889, id=0.0634)
[67/200] D=0.4376 G=1.7837 (adv=0.6527, cycle=0.0882, id=0.0624)
