[1/200] D=0.4340 G=5.1214 (adv=0.7312, cycle=0.2983, id=0.2814)
[2/200] D=0.4059 G=3.7799 (adv=0.6994, cycle=0.2102, id=0.1956)
[3/200] D=0.4158 G=3.4771 (adv=0.7289, cycle=0.1882, id=0.1732)
[4/200] D=0.4046 G=3.3387 (adv=0.7490, cycle=0.1782, id=0.1615)
[5/200] D=0.3997 G=3.3670 (adv=0.7890, cycle=0.1794, id=0.1567)
[6/200] D=0.3897 G=3.1468 (adv=0.7870, cycle=0.1644, id=0.1433)
[7/200] D=0.3879 G=3.1682 (adv=0.7966, cycle=0.1659, id=0.1426)
[8/200] D=0.3825 G=3.1018 (adv=0.8144, cycle=0.1607, id=0.1360)
[9/200] D=0.4625 G=2.9232 (adv=0.7437, cycle=0.1525, id=0.1308)
[10/200] D=0.3848 G=2.9694 (adv=0.7895, cycle=0.1540, id=0.1280)
[11/200] D=0.3720 G=2.8829 (adv=0.8050, cycle=0.1466, id=0.1223)
[12/200] D=0.4779 G=2.7526 (adv=0.7466, cycle=0.1403, id=0.1206)
[13/200] D=0.3983 G=2.6986 (adv=0.7423, cycle=0.1378, id=0.1157)
[14/200] D=0.3921 G=2.7770 (adv=0.7892, cycle=0.1401, id=0.1173)
[15/200] D=0.3836 G=2.7790 (adv=0.8085, cycle=0.1396, id=0.1149)
[16/200] D=0.3814 G=2.8002 (adv=0.8267, cycle=0.1400, id=0.1146)
[17/200] D=0.3897 G=2.7474 (adv=0.8112, cycle=0.1383, id=0.1106)
[18/200] D=0.3850 G=2.7924 (adv=0.8361, cycle=0.1395, id=0.1123)
[19/200] D=0.3817 G=2.7609 (adv=0.8374, cycle=0.1379, id=0.1090)
[20/200] D=0.4076 G=2.7321 (adv=0.8458, cycle=0.1354, id=0.1065)
[21/200] D=0.3794 G=2.7048 (adv=0.8177, cycle=0.1350, id=0.1074)
[22/200] D=0.3751 G=2.7440 (adv=0.8454, cycle=0.1361, id=0.1075)
[23/200] D=0.3899 G=2.7227 (adv=0.8300, cycle=0.1361, id=0.1064)
[24/200] D=0.3881 G=2.6662 (adv=0.8390, cycle=0.1320, id=0.1014)
[25/200] D=0.3870 G=2.6712 (adv=0.8401, cycle=0.1316, id=0.1030)
[26/200] D=0.3880 G=2.6719 (adv=0.8378, cycle=0.1327, id=0.1014)
[27/200] D=0.3928 G=2.6266 (adv=0.8328, cycle=0.1292, id=0.1003)
