[1/200] D=0.4359 G=4.0385 (adv=0.7140, cycle=0.2462, id=0.2463)
[2/200] D=0.3569 G=3.0998 (adv=0.8488, cycle=0.1667, id=0.1669)
[3/200] D=0.3866 G=2.8369 (adv=0.7522, cycle=0.1549, id=0.1530)
[4/200] D=0.3784 G=2.8012 (adv=0.8232, cycle=0.1476, id=0.1434)
[5/200] D=0.4115 G=2.5914 (adv=0.8102, cycle=0.1326, id=0.1300)
[6/200] D=0.3659 G=2.5700 (adv=0.8158, cycle=0.1313, id=0.1260)
[7/200] D=0.4330 G=2.7059 (adv=0.8853, cycle=0.1373, id=0.1280)
[8/200] D=0.3711 G=2.4559 (adv=0.7745, cycle=0.1253, id=0.1223)
[9/200] D=0.3689 G=2.4437 (adv=0.8074, cycle=0.1238, id=0.1138)
[10/200] D=0.3600 G=2.5141 (adv=0.8657, cycle=0.1249, id=0.1140)
[11/200] D=0.3546 G=2.5320 (adv=0.8796, cycle=0.1258, id=0.1127)
[12/200] D=0.3700 G=2.4696 (adv=0.8603, cycle=0.1229, id=0.1086)
[13/200] D=0.3717 G=2.4479 (adv=0.8626, cycle=0.1218, id=0.1051)
[14/200] D=0.3693 G=2.4306 (adv=0.8721, cycle=0.1200, id=0.1023)
[15/200] D=0.3718 G=2.4073 (adv=0.8591, cycle=0.1198, id=0.1001)
[16/200] D=0.4442 G=2.3536 (adv=0.8570, cycle=0.1150, id=0.0990)
[17/200] D=0.3751 G=2.3383 (adv=0.8358, cycle=0.1157, id=0.0986)
[18/200] D=0.3703 G=2.3157 (adv=0.8448, cycle=0.1138, id=0.0951)
[19/200] D=0.3749 G=2.3616 (adv=0.8684, cycle=0.1163, id=0.0944)
[20/200] D=0.3771 G=2.3163 (adv=0.8608, cycle=0.1130, id=0.0931)
[21/200] D=0.3762 G=2.3091 (adv=0.8655, cycle=0.1124, id=0.0914)
[22/200] D=0.3980 G=2.2590 (adv=0.8511, cycle=0.1096, id=0.0890)
[23/200] D=0.3664 G=2.2838 (adv=0.8652, cycle=0.1108, id=0.0887)
[24/200] D=0.3781 G=2.2673 (adv=0.8594, cycle=0.1100, id=0.0880)
[25/200] D=0.3756 G=2.2860 (adv=0.8702, cycle=0.1110, id=0.0873)
[26/200] D=0.3788 G=2.1999 (adv=0.8496, cycle=0.1060, id=0.0829)
[27/200] D=0.7124 G=2.4819 (adv=0.9359, cycle=0.1202, id=0.0982)
[28/200] D=0.4271 G=1.8509 (adv=0.6263, cycle=0.0939, id=0.0816)
[29/200] D=0.4024 G=1.9162 (adv=0.6903, cycle=0.0947, id=0.0796)
[30/200] D=0.3845 G=2.0189 (adv=0.7544, cycle=0.0987, id=0.0792)
[31/200] D=0.3790 G=2.0644 (adv=0.7844, cycle=0.1003, id=0.0792)
[32/200] D=0.3711 G=2.1075 (adv=0.8110, cycle=0.1019, id=0.0793)
[33/200] D=0.3781 G=2.1529 (adv=0.8407, cycle=0.1035, id=0.0791)
