[1/200] D=0.4409 G=4.2084 (adv=0.7017, cycle=0.2620, id=0.2535)
[2/200] D=0.4108 G=3.1405 (adv=0.6959, cycle=0.1819, id=0.1788)
[3/200] D=0.4009 G=3.0157 (adv=0.7607, cycle=0.1680, id=0.1642)
[4/200] D=0.4286 G=2.9205 (adv=0.7835, cycle=0.1605, id=0.1520)
[5/200] D=0.4130 G=2.7828 (adv=0.7437, cycle=0.1534, id=0.1442)
[6/200] D=0.3820 G=2.7253 (adv=0.7883, cycle=0.1465, id=0.1347)
[7/200] D=0.3747 G=2.7282 (adv=0.8221, cycle=0.1451, id=0.1300)
[8/200] D=0.3637 G=2.7253 (adv=0.8617, cycle=0.1423, id=0.1258)
[9/200] D=0.4161 G=2.6682 (adv=0.8500, cycle=0.1384, id=0.1241)
[10/200] D=0.4498 G=2.5182 (adv=0.7831, cycle=0.1323, id=0.1178)
[11/200] D=0.3511 G=2.5783 (adv=0.8264, cycle=0.1349, id=0.1151)
[12/200] D=0.3645 G=2.6025 (adv=0.8239, cycle=0.1380, id=0.1138)
[13/200] D=0.3623 G=2.6285 (adv=0.8645, cycle=0.1371, id=0.1123)
[14/200] D=0.3463 G=2.8072 (adv=0.9132, cycle=0.1472, id=0.1206)
[15/200] D=0.3461 G=2.7249 (adv=0.9150, cycle=0.1409, id=0.1146)
[16/200] D=0.3635 G=2.6256 (adv=0.9110, cycle=0.1343, id=0.1062)
[17/200] D=0.6338 G=2.6544 (adv=0.9017, cycle=0.1362, id=0.1116)
[18/200] D=0.4331 G=2.1541 (adv=0.6242, cycle=0.1176, id=0.1010)
[19/200] D=0.3929 G=2.2251 (adv=0.7138, cycle=0.1172, id=0.0969)
[20/200] D=0.3819 G=2.3371 (adv=0.7702, cycle=0.1220, id=0.0991)
[21/200] D=0.3740 G=2.3622 (adv=0.8050, cycle=0.1221, id=0.0962)
[22/200] D=0.3661 G=2.4719 (adv=0.8478, cycle=0.1277, id=0.0993)
[23/200] D=0.3647 G=2.4620 (adv=0.8562, cycle=0.1264, id=0.0975)
[24/200] D=0.3608 G=2.4512 (adv=0.8792, cycle=0.1244, id=0.0938)
[25/200] D=0.3662 G=2.4914 (adv=0.8960, cycle=0.1263, id=0.0950)
[26/200] D=0.3562 G=2.5028 (adv=0.8950, cycle=0.1275, id=0.0950)
[27/200] D=0.3607 G=2.4599 (adv=0.8894, cycle=0.1245, id=0.0930)
[28/200] D=0.3589 G=2.4968 (adv=0.9011, cycle=0.1265, id=0.0943)
[29/200] D=0.3586 G=2.5129 (adv=0.9139, cycle=0.1270, id=0.0940)
[30/200] D=0.3640 G=2.4633 (adv=0.9014, cycle=0.1245, id=0.0906)
[31/200] D=0.3613 G=2.4451 (adv=0.8981, cycle=0.1231, id=0.0904)
[32/200] D=0.4963 G=2.5128 (adv=0.9160, cycle=0.1268, id=0.0940)
[33/200] D=0.3691 G=2.3065 (adv=0.8229, cycle=0.1177, id=0.0875)
[34/200] D=0.6759 G=3.3590 (adv=1.1070, cycle=0.1716, id=0.1533)
[35/200] D=0.3554 G=2.6040 (adv=0.8003, cycle=0.1363, id=0.1258)
[36/200] D=0.3588 G=2.4667 (adv=0.8271, cycle=0.1268, id=0.1060)
[37/200] D=0.3570 G=2.5074 (adv=0.8606, cycle=0.1293, id=0.1010)
[38/200] D=0.3491 G=2.4573 (adv=0.8812, cycle=0.1243, id=0.0951)
[39/200] D=0.3440 G=2.5135 (adv=0.9040, cycle=0.1275, id=0.0954)
[40/200] D=0.3468 G=2.4821 (adv=0.9023, cycle=0.1257, id=0.0921)
[41/200] D=0.4827 G=2.4617 (adv=0.8874, cycle=0.1244, id=0.0943)
[42/200] D=0.3540 G=2.3345 (adv=0.8419, cycle=0.1184, id=0.0882)
[43/200] D=0.3460 G=2.3346 (adv=0.8614, cycle=0.1175, id=0.0853)
[44/200] D=0.3501 G=2.3931 (adv=0.8969, cycle=0.1196, id=0.0859)
[45/200] D=0.3441 G=2.4584 (adv=0.9292, cycle=0.1222, id=0.0877)
[46/200] D=0.3451 G=2.4989 (adv=0.9458, cycle=0.1240, id=0.0895)
[47/200] D=0.4325 G=2.4614 (adv=0.9177, cycle=0.1229, id=0.0898)
[48/200] D=0.3423 G=2.3926 (adv=0.8856, cycle=0.1207, id=0.0857)
[49/200] D=0.3479 G=2.3739 (adv=0.9034, cycle=0.1181, id=0.0827)
[50/200] D=0.4996 G=2.5219 (adv=0.9396, cycle=0.1264, id=0.0911)
[51/200] D=0.4099 G=2.1271 (adv=0.7251, cycle=0.1109, id=0.0838)
[52/200] D=0.3985 G=2.1143 (adv=0.7650, cycle=0.1070, id=0.0798)
[53/200] D=0.3675 G=2.2134 (adv=0.8253, cycle=0.1109, id=0.0796)
[54/200] D=0.3513 G=2.3296 (adv=0.8869, cycle=0.1160, id=0.0808)
[55/200] D=0.3319 G=2.4607 (adv=0.9628, cycle=0.1204, id=0.0839)
[56/200] D=0.3404 G=2.4189 (adv=0.9375, cycle=0.1190, id=0.0834)
[57/200] D=0.6994 G=2.9880 (adv=1.1740, cycle=0.1442, id=0.1063)
[58/200] D=0.3966 G=2.3097 (adv=0.7821, cycle=0.1209, id=0.0910)
[59/200] D=0.3906 G=2.2115 (adv=0.7947, cycle=0.1132, id=0.0812)
[60/200] D=0.3730 G=2.2392 (adv=0.8282, cycle=0.1133, id=0.0795)
[61/200] D=0.3632 G=2.2880 (adv=0.8579, cycle=0.1149, id=0.0802)
[62/200] D=0.3452 G=2.3079 (adv=0.8907, cycle=0.1145, id=0.0779)
[63/200] D=0.4916 G=2.4176 (adv=0.9065, cycle=0.1216, id=0.0843)
[64/200] D=0.3966 G=2.0556 (adv=0.7259, cycle=0.1056, id=0.0783)
[65/200] D=0.3748 G=2.1226 (adv=0.7818, cycle=0.1073, id=0.0765)
[66/200] D=0.3533 G=2.2069 (adv=0.8479, cycle=0.1096, id=0.0752)
[67/200] D=0.3419 G=2.2996 (adv=0.9056, cycle=0.1125, id=0.0769)
[68/200] D=0.3322 G=2.3682 (adv=0.9488, cycle=0.1148, id=0.0776)
[69/200] D=0.3449 G=2.3508 (adv=0.9424, cycle=0.1143, id=0.0759)
[70/200] D=0.3402 G=2.3821 (adv=0.9514, cycle=0.1158, id=0.0778)
[71/200] D=0.4528 G=2.5712 (adv=1.0685, cycle=0.1223, id=0.0799)
[72/200] D=0.7170 G=2.4368 (adv=0.8819, cycle=0.1230, id=0.0929)
[73/200] D=0.4041 G=2.0058 (adv=0.6978, cycle=0.1038, id=0.0771)
[74/200] D=0.3874 G=2.0640 (adv=0.7590, cycle=0.1048, id=0.0736)
[75/200] D=0.3780 G=2.1005 (adv=0.7920, cycle=0.1053, id=0.0730)
[76/200] D=0.3676 G=2.2133 (adv=0.8424, cycle=0.1104, id=0.0762)
[77/200] D=0.3603 G=2.2256 (adv=0.8711, cycle=0.1098, id=0.0733)
[78/200] D=0.3554 G=2.2417 (adv=0.8726, cycle=0.1110, id=0.0740)
[79/200] D=0.3611 G=2.2469 (adv=0.8803, cycle=0.1111, id=0.0731)
[80/200] D=0.3680 G=2.2771 (adv=0.8976, cycle=0.1120, id=0.0741)
[81/200] D=0.3577 G=2.2748 (adv=0.8916, cycle=0.1125, id=0.0737)
[82/200] D=0.5803 G=2.2956 (adv=0.8631, cycle=0.1150, id=0.0808)
[83/200] D=0.4018 G=2.0273 (adv=0.7294, cycle=0.1046, id=0.0721)
[84/200] D=0.3681 G=2.1349 (adv=0.8180, cycle=0.1068, id=0.0710)
[85/200] D=0.3451 G=2.3461 (adv=0.9008, cycle=0.1176, id=0.0769)
[86/200] D=0.3687 G=2.1852 (adv=0.8569, cycle=0.1078, id=0.0716)
[87/200] D=0.3724 G=2.1923 (adv=0.8656, cycle=0.1078, id=0.0711)
[88/200] D=0.3735 G=2.1840 (adv=0.8630, cycle=0.1076, id=0.0699)
[89/200] D=0.3743 G=2.1881 (adv=0.8665, cycle=0.1077, id=0.0699)
[90/200] D=0.3691 G=2.2323 (adv=0.8962, cycle=0.1089, id=0.0707)
[91/200] D=0.3738 G=2.1942 (adv=0.8778, cycle=0.1072, id=0.0697)
[92/200] D=0.3667 G=2.2449 (adv=0.8939, cycle=0.1100, id=0.0718)
[93/200] D=0.3665 G=2.2233 (adv=0.8924, cycle=0.1085, id=0.0702)
[94/200] D=0.3665 G=2.2491 (adv=0.9108, cycle=0.1092, id=0.0703)
[95/200] D=0.3639 G=2.2205 (adv=0.9019, cycle=0.1077, id=0.0690)
[96/200] D=0.6636 G=2.3395 (adv=0.8979, cycle=0.1163, id=0.0797)
[97/200] D=0.4341 G=1.8772 (adv=0.6759, cycle=0.0965, id=0.0674)
[98/200] D=0.4292 G=1.9056 (adv=0.6970, cycle=0.0973, id=0.0673)
[99/200] D=0.4144 G=1.9346 (adv=0.7236, cycle=0.0977, id=0.0669)
[100/200] D=0.3991 G=1.9783 (adv=0.7617, cycle=0.0985, id=0.0661)
[101/200] D=0.3788 G=2.0473 (adv=0.8092, cycle=0.1008, id=0.0658)
[102/200] D=0.3704 G=2.0904 (adv=0.8447, cycle=0.1014, id=0.0662)
[103/200] D=0.3684 G=2.1140 (adv=0.8593, cycle=0.1026, id=0.0653)
[104/200] D=0.5554 G=2.5418 (adv=1.0298, cycle=0.1228, id=0.0812)
[105/200] D=0.3731 G=2.1088 (adv=0.8241, cycle=0.1044, id=0.0687)
[106/200] D=0.3724 G=2.0210 (adv=0.8156, cycle=0.0982, id=0.0640)
[107/200] D=0.3683 G=2.0475 (adv=0.8349, cycle=0.0990, id=0.0636)
[108/200] D=0.3642 G=2.0736 (adv=0.8437, cycle=0.1005, id=0.0641)
[109/200] D=0.3693 G=2.0713 (adv=0.8409, cycle=0.1004, id=0.0647)
[110/200] D=0.3648 G=2.0935 (adv=0.8660, cycle=0.1005, id=0.0635)
[111/200] D=0.6061 G=2.2868 (adv=0.8735, cycle=0.1152, id=0.0747)
[112/200] D=0.4169 G=1.8532 (adv=0.6823, cycle=0.0944, id=0.0648)
[113/200] D=0.3998 G=1.8822 (adv=0.7268, cycle=0.0940, id=0.0615)
[114/200] D=0.3619 G=2.0348 (adv=0.8293, cycle=0.0987, id=0.0625)
[115/200] D=0.3558 G=2.0530 (adv=0.8531, cycle=0.0981, id=0.0626)
[116/200] D=0.3585 G=2.0633 (adv=0.8587, cycle=0.0987, id=0.0623)
[117/200] D=0.3602 G=2.0612 (adv=0.8683, cycle=0.0976, id=0.0620)
[118/200] D=0.3651 G=2.0773 (adv=0.8666, cycle=0.0992, id=0.0626)
[119/200] D=0.3565 G=2.1343 (adv=0.9039, cycle=0.1008, id=0.0634)
[120/200] D=0.3594 G=2.0982 (adv=0.8860, cycle=0.0992, id=0.0631)
[121/200] D=0.3675 G=2.0666 (adv=0.8731, cycle=0.0978, id=0.0615)
[122/200] D=0.3640 G=2.1092 (adv=0.8668, cycle=0.1020, id=0.0635)
[123/200] D=0.3726 G=2.0768 (adv=0.8551, cycle=0.1002, id=0.0628)
