[1/200] D=0.4390 G=5.7256 (adv=0.6994, cycle=0.3348, id=0.3356)
[2/200] D=0.3916 G=4.3112 (adv=0.7393, cycle=0.2396, id=0.2352)
[3/200] D=0.3894 G=4.0228 (adv=0.7821, cycle=0.2183, id=0.2115)
[4/200] D=0.3582 G=3.9381 (adv=0.8319, cycle=0.2112, id=0.1989)
[5/200] D=0.3488 G=3.8690 (adv=0.8913, cycle=0.2029, id=0.1897)
[6/200] D=0.3299 G=3.8021 (adv=0.9129, cycle=0.1980, id=0.1819)
[7/200] D=0.3288 G=3.9005 (adv=0.9441, cycle=0.2034, id=0.1845)
[8/200] D=0.3626 G=3.7604 (adv=0.9377, cycle=0.1938, id=0.1770)
[9/200] D=0.3294 G=3.7410 (adv=0.9225, cycle=0.1943, id=0.1751)
[10/200] D=0.3399 G=3.6805 (adv=0.9441, cycle=0.1890, id=0.1693)
[11/200] D=0.3247 G=3.7098 (adv=0.9629, cycle=0.1902, id=0.1689)
[12/200] D=0.3541 G=3.7129 (adv=0.9073, cycle=0.1971, id=0.1669)
[13/200] D=0.3438 G=3.6248 (adv=0.9245, cycle=0.1886, id=0.1628)
[14/200] D=0.3491 G=3.5920 (adv=0.9334, cycle=0.1858, id=0.1602)
[15/200] D=0.5178 G=3.6723 (adv=0.9633, cycle=0.1898, id=0.1622)
[16/200] D=0.3805 G=3.3221 (adv=0.7958, cycle=0.1771, id=0.1511)
[17/200] D=0.3542 G=3.3778 (adv=0.8639, cycle=0.1764, id=0.1500)
[18/200] D=0.3412 G=3.4831 (adv=0.9036, cycle=0.1810, id=0.1540)
[19/200] D=0.3298 G=3.4783 (adv=0.9399, cycle=0.1786, id=0.1505)
[20/200] D=0.3290 G=3.5209 (adv=0.9812, cycle=0.1786, id=0.1507)
[21/200] D=0.3148 G=3.5130 (adv=0.9926, cycle=0.1777, id=0.1487)
[22/200] D=0.3064 G=3.5703 (adv=1.0293, cycle=0.1795, id=0.1492)
[23/200] D=0.3095 G=3.5922 (adv=1.0446, cycle=0.1796, id=0.1504)
[24/200] D=0.2904 G=3.6035 (adv=1.0939, cycle=0.1776, id=0.1466)
[25/200] D=0.2885 G=3.5919 (adv=1.0976, cycle=0.1773, id=0.1443)
[26/200] D=0.5797 G=3.9338 (adv=1.1181, cycle=0.1969, id=0.1694)
[27/200] D=0.3781 G=3.2180 (adv=0.8016, cycle=0.1692, id=0.1448)
[28/200] D=0.3697 G=3.2037 (adv=0.8426, cycle=0.1658, id=0.1405)
[29/200] D=0.3555 G=3.2542 (adv=0.8730, cycle=0.1667, id=0.1428)
