[1/200] D=0.4397 G=5.7535 (adv=0.7656, cycle=0.3736, id=0.4174)
[2/200] D=0.3923 G=4.1882 (adv=0.7119, cycle=0.2600, id=0.2921)
[3/200] D=0.4150 G=3.9232 (adv=0.6582, cycle=0.2434, id=0.2769)
[4/200] D=0.4040 G=3.9003 (adv=0.7576, cycle=0.2348, id=0.2650)
[5/200] D=0.3954 G=3.7519 (adv=0.7628, cycle=0.2219, id=0.2566)
[6/200] D=0.3958 G=3.7178 (adv=0.7854, cycle=0.2183, id=0.2498)
[7/200] D=0.3927 G=3.6712 (adv=0.7857, cycle=0.2151, id=0.2447)
[8/200] D=0.4185 G=3.5540 (adv=0.7752, cycle=0.2069, id=0.2367)
[9/200] D=0.3907 G=3.5242 (adv=0.7738, cycle=0.2057, id=0.2310)
[10/200] D=0.3922 G=3.5712 (adv=0.8055, cycle=0.2069, id=0.2322)
[11/200] D=0.3864 G=3.5138 (adv=0.8064, cycle=0.2029, id=0.2260)
[12/200] D=0.3863 G=3.4636 (adv=0.8076, cycle=0.1989, id=0.2224)
[13/200] D=0.3818 G=3.4031 (adv=0.8195, cycle=0.1937, id=0.2154)
[14/200] D=0.3830 G=3.4354 (adv=0.8242, cycle=0.1950, id=0.2204)
[15/200] D=0.3830 G=3.3520 (adv=0.8461, cycle=0.1881, id=0.2083)
[16/200] D=0.4607 G=3.2762 (adv=0.7838, cycle=0.1867, id=0.2083)
[17/200] D=0.3669 G=3.2879 (adv=0.8008, cycle=0.1868, id=0.2065)
[18/200] D=0.3706 G=3.3218 (adv=0.8391, cycle=0.1866, id=0.2057)
[19/200] D=0.3761 G=3.3265 (adv=0.8337, cycle=0.1871, id=0.2073)
[20/200] D=0.3645 G=3.1966 (adv=0.8371, cycle=0.1781, id=0.1929)
[21/200] D=0.3915 G=3.3002 (adv=0.8561, cycle=0.1839, id=0.2017)
[22/200] D=0.3634 G=3.2493 (adv=0.8399, cycle=0.1816, id=0.1979)
[23/200] D=0.3646 G=3.1982 (adv=0.8574, cycle=0.1773, id=0.1892)
[24/200] D=0.3693 G=3.1588 (adv=0.8597, cycle=0.1743, id=0.1854)
[25/200] D=0.3643 G=3.1660 (adv=0.8668, cycle=0.1737, id=0.1873)
[26/200] D=0.3715 G=3.2513 (adv=0.8751, cycle=0.1803, id=0.1910)
[27/200] D=0.3639 G=3.1250 (adv=0.8798, cycle=0.1705, id=0.1799)
[28/200] D=0.3601 G=3.2076 (adv=0.8930, cycle=0.1762, id=0.1843)
[29/200] D=0.3544 G=3.2467 (adv=0.9173, cycle=0.1775, id=0.1848)
[30/200] D=0.7021 G=3.6388 (adv=1.1343, cycle=0.1914, id=0.1967)
[31/200] D=0.4304 G=2.8622 (adv=0.6966, cycle=0.1642, id=0.1747)
[32/200] D=0.4117 G=2.9068 (adv=0.7391, cycle=0.1641, id=0.1756)
[33/200] D=0.3933 G=2.9175 (adv=0.7652, cycle=0.1644, id=0.1696)
[34/200] D=0.3890 G=2.9542 (adv=0.7854, cycle=0.1651, id=0.1726)
[35/200] D=0.3783 G=3.0069 (adv=0.8083, cycle=0.1673, id=0.1751)
[36/200] D=0.3740 G=2.9568 (adv=0.8256, cycle=0.1628, id=0.1677)
[37/200] D=0.3722 G=3.0170 (adv=0.8333, cycle=0.1665, id=0.1730)
[38/200] D=0.3758 G=3.0127 (adv=0.8636, cycle=0.1646, id=0.1675)
[39/200] D=0.4269 G=2.9832 (adv=0.8716, cycle=0.1614, id=0.1657)
[40/200] D=0.3653 G=2.9233 (adv=0.8093, cycle=0.1611, id=0.1677)
[41/200] D=0.3575 G=2.9087 (adv=0.8382, cycle=0.1589, id=0.1604)
[42/200] D=0.3648 G=2.9748 (adv=0.8423, cycle=0.1639, id=0.1646)
[43/200] D=0.3608 G=2.9677 (adv=0.8754, cycle=0.1603, id=0.1631)
[44/200] D=0.3514 G=3.0287 (adv=0.9079, cycle=0.1635, id=0.1619)
[45/200] D=0.3507 G=3.0157 (adv=0.8957, cycle=0.1632, id=0.1626)
[46/200] D=0.3519 G=3.0163 (adv=0.8970, cycle=0.1621, id=0.1663)
[47/200] D=0.3535 G=3.0986 (adv=0.9172, cycle=0.1675, id=0.1689)
[48/200] D=0.4323 G=3.0774 (adv=0.8930, cycle=0.1677, id=0.1691)
[49/200] D=0.3581 G=2.9332 (adv=0.8504, cycle=0.1597, id=0.1619)
[50/200] D=0.3548 G=2.9046 (adv=0.8706, cycle=0.1574, id=0.1532)
[51/200] D=0.3542 G=2.9687 (adv=0.8764, cycle=0.1621, id=0.1572)
[52/200] D=0.3579 G=2.9401 (adv=0.9019, cycle=0.1574, id=0.1547)
[53/200] D=0.3668 G=2.8940 (adv=0.8787, cycle=0.1558, id=0.1523)
[54/200] D=0.3570 G=3.0024 (adv=0.9112, cycle=0.1619, id=0.1576)
[55/200] D=0.3488 G=3.0096 (adv=0.9341, cycle=0.1606, id=0.1566)
[56/200] D=0.3612 G=2.9580 (adv=0.8987, cycle=0.1594, id=0.1552)
[57/200] D=0.3577 G=2.9717 (adv=0.9104, cycle=0.1589, id=0.1575)
[58/200] D=0.3548 G=2.9310 (adv=0.9139, cycle=0.1565, id=0.1506)
[59/200] D=0.3545 G=2.9977 (adv=0.9258, cycle=0.1606, id=0.1553)
[60/200] D=0.3635 G=2.8736 (adv=0.9095, cycle=0.1520, id=0.1479)
[61/200] D=0.3565 G=2.9215 (adv=0.9205, cycle=0.1549, id=0.1506)
[62/200] D=0.3575 G=2.9852 (adv=0.9319, cycle=0.1589, id=0.1547)
[63/200] D=0.3508 G=2.9557 (adv=0.9261, cycle=0.1569, id=0.1534)
[64/200] D=0.3573 G=2.9732 (adv=0.9456, cycle=0.1575, id=0.1510)
[65/200] D=0.3459 G=3.0120 (adv=0.9754, cycle=0.1575, id=0.1540)
[66/200] D=0.3434 G=2.9744 (adv=0.9187, cycle=0.1593, id=0.1543)
[67/200] D=0.3558 G=3.0082 (adv=0.9474, cycle=0.1601, id=0.1534)
[68/200] D=0.3571 G=2.8934 (adv=0.9162, cycle=0.1542, id=0.1451)
[69/200] D=0.3510 G=2.9703 (adv=0.9316, cycle=0.1590, id=0.1495)
[70/200] D=0.4213 G=2.8566 (adv=0.9052, cycle=0.1514, id=0.1459)
[71/200] D=0.3454 G=2.8630 (adv=0.8966, cycle=0.1525, id=0.1472)
[72/200] D=0.3452 G=2.9591 (adv=0.9356, cycle=0.1573, id=0.1502)
[73/200] D=0.3401 G=2.8772 (adv=0.9212, cycle=0.1520, id=0.1452)
[74/200] D=0.5975 G=3.2319 (adv=1.0376, cycle=0.1717, id=0.1592)
[75/200] D=0.3795 G=2.7910 (adv=0.8198, cycle=0.1527, id=0.1479)
[76/200] D=0.3761 G=2.7720 (adv=0.8282, cycle=0.1494, id=0.1499)
[77/200] D=0.3748 G=2.7932 (adv=0.8432, cycle=0.1514, id=0.1452)
[78/200] D=0.3619 G=2.7911 (adv=0.8672, cycle=0.1490, id=0.1448)
[79/200] D=0.3595 G=2.8479 (adv=0.8882, cycle=0.1530, id=0.1433)
[80/200] D=0.3457 G=2.8774 (adv=0.8869, cycle=0.1540, id=0.1500)
[81/200] D=0.3500 G=2.8981 (adv=0.9174, cycle=0.1549, id=0.1438)
[82/200] D=0.3429 G=2.8390 (adv=0.9199, cycle=0.1493, id=0.1421)
[83/200] D=0.3395 G=2.8898 (adv=0.9432, cycle=0.1512, id=0.1449)
[84/200] D=0.3626 G=2.9438 (adv=0.9787, cycle=0.1528, id=0.1458)
[85/200] D=0.6081 G=2.9176 (adv=0.9331, cycle=0.1544, id=0.1470)
[86/200] D=0.4039 G=2.6106 (adv=0.7301, cycle=0.1459, id=0.1403)
[87/200] D=0.3871 G=2.6802 (adv=0.7707, cycle=0.1487, id=0.1408)
[88/200] D=0.3710 G=2.6852 (adv=0.7988, cycle=0.1468, id=0.1396)
[89/200] D=0.3606 G=2.7256 (adv=0.8287, cycle=0.1477, id=0.1399)
[90/200] D=0.3521 G=2.7729 (adv=0.8725, cycle=0.1478, id=0.1407)
[91/200] D=0.3531 G=2.7955 (adv=0.8840, cycle=0.1489, id=0.1409)
[92/200] D=0.3491 G=2.8402 (adv=0.8861, cycle=0.1528, id=0.1421)
[93/200] D=0.3487 G=2.8233 (adv=0.8959, cycle=0.1498, id=0.1433)
[94/200] D=0.3503 G=2.7347 (adv=0.8947, cycle=0.1437, id=0.1344)
[95/200] D=0.3480 G=2.8937 (adv=0.9221, cycle=0.1535, id=0.1457)
[96/200] D=0.3392 G=2.7880 (adv=0.9242, cycle=0.1462, id=0.1340)
[97/200] D=0.3399 G=2.9245 (adv=0.9465, cycle=0.1540, id=0.1460)
[98/200] D=0.3381 G=2.8855 (adv=0.9465, cycle=0.1522, id=0.1391)
[99/200] D=0.3438 G=2.8569 (adv=0.9352, cycle=0.1505, id=0.1390)
[100/200] D=0.3402 G=2.9294 (adv=0.9509, cycle=0.1547, id=0.1438)
[101/200] D=0.3422 G=2.8949 (adv=0.9737, cycle=0.1510, id=0.1371)
[102/200] D=0.3296 G=2.8760 (adv=0.9560, cycle=0.1503, id=0.1391)
[103/200] D=0.3337 G=2.8364 (adv=0.9542, cycle=0.1475, id=0.1357)
[104/200] D=0.3339 G=2.8999 (adv=0.9879, cycle=0.1498, id=0.1379)
[105/200] D=0.4265 G=2.9318 (adv=1.0507, cycle=0.1478, id=0.1343)
[106/200] D=0.4747 G=2.8062 (adv=0.8881, cycle=0.1493, id=0.1417)
[107/200] D=0.3486 G=2.7278 (adv=0.8778, cycle=0.1438, id=0.1374)
[108/200] D=0.3407 G=2.7178 (adv=0.8956, cycle=0.1419, id=0.1345)
[109/200] D=0.3299 G=2.7796 (adv=0.9269, cycle=0.1445, id=0.1357)
[110/200] D=0.3225 G=2.8044 (adv=0.9492, cycle=0.1443, id=0.1373)
[111/200] D=0.3195 G=2.8359 (adv=0.9681, cycle=0.1462, id=0.1354)
[112/200] D=0.3264 G=2.7762 (adv=0.9467, cycle=0.1434, id=0.1317)
[113/200] D=0.3239 G=2.7936 (adv=0.9797, cycle=0.1425, id=0.1296)
[114/200] D=0.3168 G=2.8194 (adv=0.9843, cycle=0.1441, id=0.1312)
[115/200] D=0.3249 G=2.8055 (adv=0.9849, cycle=0.1426, id=0.1316)
[116/200] D=0.3136 G=2.9201 (adv=1.0158, cycle=0.1489, id=0.1383)
[117/200] D=0.3242 G=2.8698 (adv=0.9888, cycle=0.1475, id=0.1354)
[118/200] D=0.3192 G=2.7947 (adv=0.9938, cycle=0.1415, id=0.1287)
[119/200] D=0.3090 G=2.8783 (adv=1.0082, cycle=0.1463, id=0.1356)
[120/200] D=0.3107 G=2.7934 (adv=1.0053, cycle=0.1404, id=0.1279)
[121/200] D=0.3096 G=2.8159 (adv=1.0187, cycle=0.1416, id=0.1270)
[122/200] D=0.3166 G=2.8993 (adv=1.0212, cycle=0.1474, id=0.1349)
[123/200] D=0.3057 G=2.8819 (adv=1.0521, cycle=0.1441, id=0.1296)
[124/200] D=0.2927 G=2.8336 (adv=1.0456, cycle=0.1406, id=0.1274)
[125/200] D=0.3066 G=2.8052 (adv=1.0060, cycle=0.1413, id=0.1287)
[126/200] D=0.3121 G=2.7864 (adv=1.0149, cycle=0.1394, id=0.1258)
[127/200] D=0.3077 G=2.7723 (adv=1.0162, cycle=0.1378, id=0.1260)
[128/200] D=0.3020 G=2.7472 (adv=1.0224, cycle=0.1361, id=0.1212)
[129/200] D=0.2878 G=3.2181 (adv=1.2202, cycle=0.1583, id=0.1382)
[130/200] D=0.2740 G=2.9277 (adv=1.0757, cycle=0.1448, id=0.1346)
[131/200] D=0.2856 G=2.8117 (adv=1.0278, cycle=0.1400, id=0.1280)
[132/200] D=0.2857 G=2.7891 (adv=1.0522, cycle=0.1369, id=0.1227)
[133/200] D=0.2832 G=2.9044 (adv=1.0876, cycle=0.1427, id=0.1300)
[134/200] D=0.2969 G=2.7960 (adv=1.0334, cycle=0.1385, id=0.1258)
[135/200] D=0.2814 G=2.9454 (adv=1.1178, cycle=0.1441, id=0.1288)
[136/200] D=0.2907 G=2.8210 (adv=1.0489, cycle=0.1397, id=0.1251)
[137/200] D=0.2893 G=2.8052 (adv=1.0560, cycle=0.1369, id=0.1269)
[138/200] D=0.2874 G=2.8391 (adv=1.0743, cycle=0.1387, id=0.1260)
[139/200] D=0.2769 G=2.8081 (adv=1.0861, cycle=0.1355, id=0.1222)
[140/200] D=0.2864 G=2.7931 (adv=1.0637, cycle=0.1360, id=0.1233)
[141/200] D=0.2845 G=2.8519 (adv=1.0790, cycle=0.1395, id=0.1259)
[142/200] D=0.2790 G=2.8765 (adv=1.1048, cycle=0.1397, id=0.1248)
[143/200] D=0.2790 G=2.8370 (adv=1.0823, cycle=0.1379, id=0.1253)
[144/200] D=0.2735 G=2.8234 (adv=1.0776, cycle=0.1375, id=0.1237)
[145/200] D=0.2713 G=2.8264 (adv=1.1060, cycle=0.1350, id=0.1235)
[146/200] D=0.2857 G=2.8328 (adv=1.0691, cycle=0.1386, id=0.1258)
[147/200] D=0.2686 G=2.8423 (adv=1.1005, cycle=0.1368, id=0.1245)
[148/200] D=0.2706 G=2.8231 (adv=1.0962, cycle=0.1354, id=0.1241)
[149/200] D=0.2672 G=2.7724 (adv=1.1021, cycle=0.1318, id=0.1175)
[150/200] D=0.2702 G=2.8238 (adv=1.0859, cycle=0.1366, id=0.1238)
[151/200] D=0.2677 G=2.8326 (adv=1.1150, cycle=0.1350, id=0.1224)
[152/200] D=0.2714 G=2.7981 (adv=1.1027, cycle=0.1333, id=0.1209)
[153/200] D=0.2715 G=2.7815 (adv=1.0950, cycle=0.1326, id=0.1201)
[154/200] D=0.2658 G=2.8234 (adv=1.1187, cycle=0.1343, id=0.1207)
[155/200] D=0.2614 G=2.8025 (adv=1.1219, cycle=0.1316, id=0.1217)
[156/200] D=0.2640 G=2.7939 (adv=1.1108, cycle=0.1331, id=0.1175)
[157/200] D=0.2661 G=2.7700 (adv=1.1159, cycle=0.1302, id=0.1173)
[158/200] D=0.2651 G=2.7737 (adv=1.1052, cycle=0.1309, id=0.1198)
[159/200] D=0.2627 G=2.7661 (adv=1.1247, cycle=0.1285, id=0.1187)
[160/200] D=0.2720 G=2.7859 (adv=1.0928, cycle=0.1328, id=0.1218)
[161/200] D=0.2654 G=2.8300 (adv=1.1235, cycle=0.1338, id=0.1228)
[162/200] D=0.2553 G=2.8729 (adv=1.1551, cycle=0.1351, id=0.1223)
[163/200] D=0.2642 G=2.7769 (adv=1.0994, cycle=0.1316, id=0.1204)
[164/200] D=0.2565 G=2.8154 (adv=1.1240, cycle=0.1325, id=0.1221)
[165/200] D=0.2530 G=2.7946 (adv=1.1297, cycle=0.1306, id=0.1197)
[166/200] D=0.2522 G=2.7951 (adv=1.1305, cycle=0.1309, id=0.1186)
[167/200] D=0.2531 G=2.7755 (adv=1.1360, cycle=0.1289, id=0.1169)
[168/200] D=0.2534 G=2.7518 (adv=1.1307, cycle=0.1273, id=0.1159)
[169/200] D=0.2537 G=2.8152 (adv=1.1311, cycle=0.1319, id=0.1216)
[170/200] D=0.2521 G=2.7640 (adv=1.1366, cycle=0.1280, id=0.1157)
[171/200] D=0.2493 G=2.7726 (adv=1.1412, cycle=0.1278, id=0.1179)
[172/200] D=0.2548 G=2.7063 (adv=1.1107, cycle=0.1259, id=0.1121)
[173/200] D=0.2511 G=2.7780 (adv=1.1341, cycle=0.1285, id=0.1197)
[174/200] D=0.2520 G=2.7293 (adv=1.1283, cycle=0.1261, id=0.1135)
[175/200] D=0.2513 G=2.7041 (adv=1.1240, cycle=0.1250, id=0.1100)
[176/200] D=0.2482 G=2.7271 (adv=1.1331, cycle=0.1251, id=0.1144)
[177/200] D=0.2496 G=2.7203 (adv=1.1247, cycle=0.1254, id=0.1139)
[178/200] D=0.2467 G=2.7018 (adv=1.1240, cycle=0.1242, id=0.1120)
[179/200] D=0.2420 G=2.7133 (adv=1.1477, cycle=0.1226, id=0.1131)
[180/200] D=0.2460 G=2.6990 (adv=1.1185, cycle=0.1239, id=0.1137)
[181/200] D=0.2451 G=2.7894 (adv=1.1481, cycle=0.1285, id=0.1187)
[182/200] D=0.2493 G=2.7062 (adv=1.1248, cycle=0.1239, id=0.1140)
[183/200] D=0.2475 G=2.7137 (adv=1.1249, cycle=0.1249, id=0.1133)
[184/200] D=0.2482 G=2.6821 (adv=1.1232, cycle=0.1228, id=0.1103)
[185/200] D=0.2471 G=2.7100 (adv=1.1320, cycle=0.1239, id=0.1128)
[186/200] D=0.2464 G=2.7226 (adv=1.1299, cycle=0.1246, id=0.1155)
[187/200] D=0.2435 G=2.6987 (adv=1.1266, cycle=0.1232, id=0.1135)
[188/200] D=0.2477 G=2.7109 (adv=1.1227, cycle=0.1245, id=0.1145)
[189/200] D=0.2464 G=2.7011 (adv=1.1248, cycle=0.1234, id=0.1142)
[190/200] D=0.2490 G=2.6843 (adv=1.1110, cycle=0.1233, id=0.1133)
[191/200] D=0.2477 G=2.6526 (adv=1.1102, cycle=0.1210, id=0.1109)
[192/200] D=0.2464 G=2.7090 (adv=1.1173, cycle=0.1238, id=0.1177)
[193/200] D=0.2481 G=2.6524 (adv=1.1131, cycle=0.1207, id=0.1108)
[194/200] D=0.2502 G=2.6280 (adv=1.1074, cycle=0.1190, id=0.1100)
