[1/200] D=0.4321 G=6.4492 (adv=0.8039, cycle=0.3450, id=0.3136)
[2/200] D=0.3758 G=4.3154 (adv=0.7891, cycle=0.2197, id=0.1899)
[3/200] D=0.3400 G=4.1163 (adv=0.9175, cycle=0.2028, id=0.1673)
[4/200] D=0.3482 G=3.8379 (adv=0.8532, cycle=0.1950, id=0.1479)
[5/200] D=0.3782 G=3.5655 (adv=0.8049, cycle=0.1812, id=0.1355)
[6/200] D=0.3567 G=3.4257 (adv=0.8402, cycle=0.1710, id=0.1250)
[7/200] D=0.3440 G=3.4340 (adv=0.8780, cycle=0.1709, id=0.1210)
[8/200] D=0.3636 G=3.3636 (adv=0.8760, cycle=0.1674, id=0.1162)
[9/200] D=0.3469 G=3.3146 (adv=0.8645, cycle=0.1651, id=0.1142)
[10/200] D=0.3647 G=3.2027 (adv=0.8511, cycle=0.1580, id=0.1102)
[11/200] D=0.4004 G=3.1186 (adv=0.8398, cycle=0.1534, id=0.1064)
[12/200] D=0.3653 G=2.9675 (adv=0.7991, cycle=0.1458, id=0.1015)
[13/200] D=0.3521 G=3.0200 (adv=0.8463, cycle=0.1470, id=0.1005)
[14/200] D=0.3587 G=3.0026 (adv=0.8604, cycle=0.1450, id=0.0989)
[15/200] D=0.3848 G=2.9215 (adv=0.8441, cycle=0.1399, id=0.0969)
[16/200] D=0.3620 G=2.8724 (adv=0.8526, cycle=0.1384, id=0.0908)
[17/200] D=0.3581 G=2.8808 (adv=0.8695, cycle=0.1373, id=0.0912)
[18/200] D=0.3563 G=2.9048 (adv=0.8710, cycle=0.1385, id=0.0926)
[19/200] D=0.4861 G=2.7437 (adv=0.8262, cycle=0.1295, id=0.0890)
[20/200] D=0.3630 G=2.6568 (adv=0.7782, cycle=0.1275, id=0.0862)
[21/200] D=0.3496 G=2.7432 (adv=0.8333, cycle=0.1299, id=0.0872)
[22/200] D=0.3570 G=2.7581 (adv=0.8596, cycle=0.1303, id=0.0851)
[23/200] D=0.3662 G=2.7612 (adv=0.8592, cycle=0.1321, id=0.0829)
[24/200] D=0.3676 G=2.7529 (adv=0.8510, cycle=0.1314, id=0.0839)
[25/200] D=0.3710 G=2.6751 (adv=0.8419, cycle=0.1266, id=0.0810)
[26/200] D=0.3608 G=2.7678 (adv=0.8894, cycle=0.1303, id=0.0821)
[27/200] D=0.3581 G=2.7165 (adv=0.8657, cycle=0.1282, id=0.0812)
[28/200] D=0.3799 G=2.6741 (adv=0.8535, cycle=0.1260, id=0.0801)
[29/200] D=0.3738 G=2.6288 (adv=0.8419, cycle=0.1241, id=0.0780)
[30/200] D=0.3781 G=2.6625 (adv=0.8440, cycle=0.1260, id=0.0798)
[31/200] D=0.3624 G=2.6378 (adv=0.8496, cycle=0.1242, id=0.0780)
[32/200] D=0.7819 G=2.7891 (adv=0.9248, cycle=0.1282, id=0.0831)
[33/200] D=0.4622 G=2.1502 (adv=0.5822, cycle=0.1039, id=0.0756)
[34/200] D=0.4248 G=2.2259 (adv=0.6504, cycle=0.1058, id=0.0740)
[35/200] D=0.4078 G=2.2533 (adv=0.6916, cycle=0.1063, id=0.0713)
[36/200] D=0.4076 G=2.2690 (adv=0.7124, cycle=0.1053, id=0.0720)
[37/200] D=0.4040 G=2.3078 (adv=0.7324, cycle=0.1070, id=0.0722)
[38/200] D=0.3995 G=2.3450 (adv=0.7466, cycle=0.1090, id=0.0726)
[39/200] D=0.3990 G=2.4118 (adv=0.7783, cycle=0.1120, id=0.0734)
[40/200] D=0.3941 G=2.3500 (adv=0.7651, cycle=0.1080, id=0.0721)
[41/200] D=0.3894 G=2.3735 (adv=0.7918, cycle=0.1085, id=0.0709)
[42/200] D=0.3942 G=2.3794 (adv=0.7876, cycle=0.1098, id=0.0706)
[43/200] D=0.4029 G=2.3432 (adv=0.7920, cycle=0.1068, id=0.0691)
[44/200] D=0.3785 G=2.4090 (adv=0.8092, cycle=0.1106, id=0.0705)
[45/200] D=0.3806 G=2.3838 (adv=0.8115, cycle=0.1089, id=0.0690)
[46/200] D=0.3760 G=2.4346 (adv=0.8280, cycle=0.1115, id=0.0702)
[47/200] D=0.3871 G=2.4668 (adv=0.8386, cycle=0.1137, id=0.0702)
[48/200] D=0.3759 G=2.3842 (adv=0.8128, cycle=0.1096, id=0.0679)
[49/200] D=0.4539 G=2.3229 (adv=0.7896, cycle=0.1069, id=0.0663)
[50/200] D=0.3752 G=2.3529 (adv=0.7759, cycle=0.1098, id=0.0685)
[51/200] D=0.3688 G=2.3745 (adv=0.8080, cycle=0.1090, id=0.0681)
[52/200] D=0.3708 G=2.4371 (adv=0.8357, cycle=0.1123, id=0.0683)
[53/200] D=0.3768 G=2.3985 (adv=0.8327, cycle=0.1098, id=0.0668)
[54/200] D=0.3777 G=2.3583 (adv=0.8236, cycle=0.1078, id=0.0653)
[55/200] D=0.3740 G=2.4025 (adv=0.8385, cycle=0.1098, id=0.0665)
[56/200] D=0.3783 G=2.3967 (adv=0.8300, cycle=0.1103, id=0.0663)
[57/200] D=0.3764 G=2.4245 (adv=0.8414, cycle=0.1115, id=0.0669)
[58/200] D=0.4179 G=2.3295 (adv=0.8194, cycle=0.1062, id=0.0640)
[59/200] D=0.3724 G=2.3750 (adv=0.8217, cycle=0.1088, id=0.0664)
[60/200] D=0.3753 G=2.3441 (adv=0.8338, cycle=0.1069, id=0.0630)
[61/200] D=0.4079 G=2.3786 (adv=0.8285, cycle=0.1094, id=0.0652)
[62/200] D=0.3749 G=2.3162 (adv=0.8166, cycle=0.1059, id=0.0629)
[63/200] D=0.3758 G=2.3764 (adv=0.8369, cycle=0.1090, id=0.0642)
[64/200] D=0.3704 G=2.3901 (adv=0.8520, cycle=0.1095, id=0.0633)
[65/200] D=0.3827 G=2.3729 (adv=0.8431, cycle=0.1082, id=0.0640)
[66/200] D=0.3683 G=2.4953 (adv=0.8670, cycle=0.1165, id=0.0661)
[67/200] D=0.3758 G=2.3785 (adv=0.8402, cycle=0.1090, id=0.0640)
[68/200] D=0.3723 G=2.3548 (adv=0.8466, cycle=0.1070, id=0.0626)
[69/200] D=0.8405 G=3.2930 (adv=1.2140, cycle=0.1477, id=0.0860)
[70/200] D=0.4755 G=2.0580 (adv=0.5567, cycle=0.1030, id=0.0673)
[71/200] D=0.4672 G=1.9064 (adv=0.5638, cycle=0.0909, id=0.0619)
[72/200] D=0.4575 G=1.9164 (adv=0.5875, cycle=0.0904, id=0.0606)
[73/200] D=0.4452 G=1.9096 (adv=0.6099, cycle=0.0881, id=0.0599)
[74/200] D=0.4354 G=1.9449 (adv=0.6413, cycle=0.0890, id=0.0591)
[75/200] D=0.4237 G=2.0115 (adv=0.6776, cycle=0.0915, id=0.0599)
[76/200] D=0.4035 G=2.0909 (adv=0.7184, cycle=0.0948, id=0.0606)
[77/200] D=0.3944 G=2.0587 (adv=0.7345, cycle=0.0928, id=0.0566)
[78/200] D=0.3882 G=2.1404 (adv=0.7629, cycle=0.0962, id=0.0594)
[79/200] D=0.3831 G=2.1689 (adv=0.7814, cycle=0.0972, id=0.0593)
[80/200] D=0.3853 G=2.1917 (adv=0.7853, cycle=0.0992, id=0.0592)
[81/200] D=0.3815 G=2.1708 (adv=0.7898, cycle=0.0972, id=0.0584)
[82/200] D=0.3907 G=2.2155 (adv=0.8068, cycle=0.0994, id=0.0592)
