[1/200] D=0.4128 G=4.4567 (adv=0.7486, cycle=0.2767, id=0.2690)
[2/200] D=0.4079 G=3.4833 (adv=0.7344, cycle=0.2040, id=0.2026)
[3/200] D=0.3838 G=3.3440 (adv=0.8160, cycle=0.1886, id=0.1833)
[4/200] D=0.3817 G=3.1809 (adv=0.8314, cycle=0.1766, id=0.1667)
[5/200] D=0.3792 G=3.0687 (adv=0.8467, cycle=0.1678, id=0.1555)
[6/200] D=0.3943 G=3.0142 (adv=0.8649, cycle=0.1629, id=0.1486)
[7/200] D=0.3683 G=2.9656 (adv=0.8532, cycle=0.1604, id=0.1451)
[8/200] D=0.3716 G=2.8571 (adv=0.8556, cycle=0.1526, id=0.1359)
[9/200] D=0.3704 G=2.8850 (adv=0.8749, cycle=0.1540, id=0.1342)
[10/200] D=0.3777 G=2.8302 (adv=0.8654, cycle=0.1504, id=0.1316)
[11/200] D=0.3769 G=2.7788 (adv=0.8685, cycle=0.1470, id=0.1258)
[12/200] D=0.3812 G=2.7535 (adv=0.8689, cycle=0.1453, id=0.1232)
[13/200] D=0.3781 G=2.7544 (adv=0.8607, cycle=0.1462, id=0.1233)
[14/200] D=0.3774 G=2.7403 (adv=0.8707, cycle=0.1454, id=0.1188)
[15/200] D=0.4346 G=2.6019 (adv=0.7966, cycle=0.1390, id=0.1185)
[16/200] D=0.3814 G=2.5997 (adv=0.8288, cycle=0.1375, id=0.1131)
[17/200] D=0.3846 G=2.5984 (adv=0.8379, cycle=0.1363, id=0.1136)
[18/200] D=0.3824 G=2.6415 (adv=0.8603, cycle=0.1384, id=0.1135)
[19/200] D=0.4627 G=2.7498 (adv=0.9270, cycle=0.1420, id=0.1152)
[20/200] D=0.4220 G=2.3727 (adv=0.7083, cycle=0.1290, id=0.1069)
[21/200] D=0.3973 G=2.4269 (adv=0.7713, cycle=0.1287, id=0.1054)
[22/200] D=0.3841 G=2.5380 (adv=0.8324, cycle=0.1323, id=0.1093)
[23/200] D=0.3884 G=2.5087 (adv=0.8310, cycle=0.1306, id=0.1061)
[24/200] D=0.3801 G=2.5142 (adv=0.8404, cycle=0.1306, id=0.1052)
[25/200] D=0.3850 G=2.5346 (adv=0.8447, cycle=0.1322, id=0.1052)
[26/200] D=0.3866 G=2.4730 (adv=0.8431, cycle=0.1274, id=0.1017)
[27/200] D=0.3876 G=2.4545 (adv=0.8468, cycle=0.1260, id=0.0993)
[28/200] D=0.4480 G=2.4589 (adv=0.8420, cycle=0.1261, id=0.1017)
[29/200] D=0.3846 G=2.4651 (adv=0.8055, cycle=0.1298, id=0.1033)
[30/200] D=0.3849 G=2.4588 (adv=0.8122, cycle=0.1294, id=0.1006)
[31/200] D=0.3820 G=2.4779 (adv=0.8429, cycle=0.1286, id=0.0998)
[32/200] D=0.3892 G=2.4618 (adv=0.8260, cycle=0.1288, id=0.0995)
[33/200] D=0.3887 G=2.4598 (adv=0.8391, cycle=0.1273, id=0.0993)
[34/200] D=0.3890 G=2.4224 (adv=0.8373, cycle=0.1248, id=0.0963)
[35/200] D=0.3852 G=2.4402 (adv=0.8469, cycle=0.1256, id=0.0965)
[36/200] D=0.3940 G=2.4120 (adv=0.8318, cycle=0.1247, id=0.0953)
[37/200] D=0.3955 G=2.4306 (adv=0.8402, cycle=0.1251, id=0.0969)
[38/200] D=0.3837 G=2.4189 (adv=0.8372, cycle=0.1244, id=0.0966)
[39/200] D=0.3896 G=2.3775 (adv=0.8283, cycle=0.1221, id=0.0939)
[40/200] D=0.3888 G=2.4056 (adv=0.8390, cycle=0.1235, id=0.0948)
[41/200] D=0.3878 G=2.3972 (adv=0.8359, cycle=0.1230, id=0.0947)
[42/200] D=0.3867 G=2.4044 (adv=0.8339, cycle=0.1238, id=0.0949)
[43/200] D=0.3911 G=2.3867 (adv=0.8391, cycle=0.1219, id=0.0939)
[44/200] D=0.4176 G=2.4385 (adv=0.9042, cycle=0.1211, id=0.0923)
[45/200] D=0.3760 G=2.3196 (adv=0.8173, cycle=0.1178, id=0.0926)
[46/200] D=0.3795 G=2.3814 (adv=0.8469, cycle=0.1207, id=0.0937)
[47/200] D=0.3825 G=2.3566 (adv=0.8380, cycle=0.1197, id=0.0918)
[48/200] D=0.3796 G=2.3703 (adv=0.8536, cycle=0.1196, id=0.0915)
[49/200] D=0.4159 G=2.3597 (adv=0.8553, cycle=0.1187, id=0.0906)
[50/200] D=0.3718 G=2.3673 (adv=0.8421, cycle=0.1199, id=0.0932)
[51/200] D=0.4698 G=2.4576 (adv=0.9158, cycle=0.1219, id=0.0921)
[52/200] D=0.4014 G=2.1971 (adv=0.7601, cycle=0.1125, id=0.0893)
[53/200] D=0.3801 G=2.2596 (adv=0.8096, cycle=0.1138, id=0.0891)
[54/200] D=0.3616 G=2.3477 (adv=0.8622, cycle=0.1167, id=0.0910)
[55/200] D=0.3570 G=2.3931 (adv=0.8934, cycle=0.1172, id=0.0937)
[56/200] D=0.3577 G=2.3476 (adv=0.8855, cycle=0.1149, id=0.0895)
