[1/200] D=0.4932 G=6.9348 (adv=0.7204, cycle=0.4214, id=0.4001)
[2/200] D=0.4162 G=4.4367 (adv=0.7173, cycle=0.2562, id=0.2315)
[3/200] D=0.3980 G=4.0816 (adv=0.7795, cycle=0.2307, id=0.1990)
[4/200] D=0.3781 G=3.7600 (adv=0.8190, cycle=0.2047, id=0.1789)
[5/200] D=0.3703 G=3.6707 (adv=0.8598, cycle=0.1973, id=0.1676)
[6/200] D=0.3663 G=3.4849 (adv=0.8542, cycle=0.1843, id=0.1575)
[7/200] D=0.3591 G=3.4587 (adv=0.8759, cycle=0.1817, id=0.1532)
[8/200] D=0.3579 G=3.3689 (adv=0.8853, cycle=0.1748, id=0.1471)
[9/200] D=0.3517 G=3.3455 (adv=0.8890, cycle=0.1733, id=0.1447)
[10/200] D=0.3465 G=3.2716 (adv=0.8910, cycle=0.1679, id=0.1402)
[11/200] D=0.3503 G=3.2517 (adv=0.9015, cycle=0.1658, id=0.1384)
[12/200] D=0.3480 G=3.2436 (adv=0.9107, cycle=0.1648, id=0.1370)
[13/200] D=0.3638 G=3.1808 (adv=0.9105, cycle=0.1602, id=0.1337)
[14/200] D=0.3391 G=3.1329 (adv=0.9044, cycle=0.1577, id=0.1303)
[15/200] D=0.3434 G=3.1511 (adv=0.9244, cycle=0.1578, id=0.1297)
[16/200] D=0.3345 G=3.2076 (adv=0.9711, cycle=0.1596, id=0.1282)
[17/200] D=0.3232 G=3.1520 (adv=0.9555, cycle=0.1561, id=0.1271)
[18/200] D=0.3321 G=3.1241 (adv=0.9637, cycle=0.1529, id=0.1264)
[19/200] D=0.3303 G=3.0875 (adv=0.9558, cycle=0.1520, id=0.1224)
[20/200] D=0.3417 G=3.0260 (adv=0.9611, cycle=0.1476, id=0.1178)
[21/200] D=0.3281 G=2.9976 (adv=0.9411, cycle=0.1468, id=0.1177)
[22/200] D=0.3340 G=3.0110 (adv=0.9678, cycle=0.1457, id=0.1172)
[23/200] D=0.3321 G=3.0330 (adv=0.9776, cycle=0.1473, id=0.1165)
[24/200] D=0.3535 G=2.9234 (adv=0.9398, cycle=0.1419, id=0.1130)
[25/200] D=0.5223 G=3.0465 (adv=1.0889, cycle=0.1397, id=0.1121)
[26/200] D=0.3675 G=2.7296 (adv=0.8446, cycle=0.1341, id=0.1089)
[27/200] D=0.3633 G=2.7087 (adv=0.8491, cycle=0.1320, id=0.1079)
[28/200] D=0.3510 G=2.6966 (adv=0.8861, cycle=0.1285, id=0.1051)
[29/200] D=0.3311 G=2.6880 (adv=0.9159, cycle=0.1263, id=0.1018)
[30/200] D=0.3380 G=2.7941 (adv=0.9249, cycle=0.1333, id=0.1071)
[31/200] D=0.3369 G=2.7388 (adv=0.9389, cycle=0.1285, id=0.1029)
[32/200] D=0.3390 G=2.7051 (adv=0.9215, cycle=0.1269, id=0.1029)
[33/200] D=0.3273 G=2.8376 (adv=0.9797, cycle=0.1333, id=0.1050)
[34/200] D=0.5276 G=2.7570 (adv=0.9633, cycle=0.1286, id=0.1016)
[35/200] D=0.3807 G=2.5303 (adv=0.8042, cycle=0.1233, id=0.0986)
[36/200] D=0.3709 G=2.5482 (adv=0.8412, cycle=0.1220, id=0.0975)
[37/200] D=0.3781 G=2.5161 (adv=0.8296, cycle=0.1208, id=0.0957)
[38/200] D=0.3631 G=2.5404 (adv=0.8446, cycle=0.1211, id=0.0970)
[39/200] D=0.3569 G=2.5449 (adv=0.8714, cycle=0.1199, id=0.0949)
[40/200] D=0.4483 G=2.5350 (adv=0.8515, cycle=0.1204, id=0.0960)
[41/200] D=0.3641 G=2.4389 (adv=0.8125, cycle=0.1160, id=0.0934)
[42/200] D=0.3534 G=2.5476 (adv=0.8528, cycle=0.1216, id=0.0957)
[43/200] D=0.3466 G=2.5537 (adv=0.8841, cycle=0.1196, id=0.0948)
[44/200] D=0.3440 G=2.6350 (adv=0.9182, cycle=0.1235, id=0.0964)
[45/200] D=0.3366 G=2.5949 (adv=0.9181, cycle=0.1207, id=0.0939)
[46/200] D=0.3469 G=2.5262 (adv=0.9114, cycle=0.1159, id=0.0911)
[47/200] D=0.3375 G=2.5938 (adv=0.9495, cycle=0.1184, id=0.0921)
[48/200] D=0.3437 G=2.5829 (adv=0.9314, cycle=0.1191, id=0.0920)
[49/200] D=0.3489 G=2.5579 (adv=0.9261, cycle=0.1169, id=0.0927)
[50/200] D=0.3402 G=2.6725 (adv=0.9414, cycle=0.1246, id=0.0970)
[51/200] D=0.3353 G=2.6426 (adv=0.9602, cycle=0.1215, id=0.0934)
[52/200] D=0.3385 G=2.5978 (adv=0.9369, cycle=0.1188, id=0.0946)
[53/200] D=0.3446 G=2.6081 (adv=0.9439, cycle=0.1204, id=0.0920)
[54/200] D=0.3465 G=2.5293 (adv=0.9359, cycle=0.1149, id=0.0889)
[55/200] D=0.4202 G=2.6547 (adv=1.0207, cycle=0.1184, id=0.0901)
[56/200] D=0.3891 G=2.3744 (adv=0.8098, cycle=0.1126, id=0.0877)
[57/200] D=0.3741 G=2.3915 (adv=0.8382, cycle=0.1118, id=0.0871)
[58/200] D=0.3691 G=2.4064 (adv=0.8456, cycle=0.1128, id=0.0866)
[59/200] D=0.3671 G=2.4109 (adv=0.8563, cycle=0.1118, id=0.0873)
[60/200] D=0.3491 G=2.4079 (adv=0.8958, cycle=0.1094, id=0.0837)
[61/200] D=0.3451 G=2.5199 (adv=0.9359, cycle=0.1148, id=0.0872)
[62/200] D=0.5768 G=2.6071 (adv=1.0173, cycle=0.1142, id=0.0895)
[63/200] D=0.3972 G=2.2862 (adv=0.7826, cycle=0.1074, id=0.0859)
[64/200] D=0.3828 G=2.3207 (adv=0.8159, cycle=0.1077, id=0.0856)
[65/200] D=0.3820 G=2.3210 (adv=0.8110, cycle=0.1081, id=0.0857)
[66/200] D=0.3752 G=2.3722 (adv=0.8399, cycle=0.1096, id=0.0872)
[67/200] D=0.3710 G=2.3097 (adv=0.8280, cycle=0.1060, id=0.0843)
[68/200] D=0.3571 G=2.3765 (adv=0.8680, cycle=0.1087, id=0.0842)
[69/200] D=0.3622 G=2.3662 (adv=0.8537, cycle=0.1087, id=0.0850)
[70/200] D=0.3542 G=2.3804 (adv=0.8761, cycle=0.1082, id=0.0844)
[71/200] D=0.3517 G=2.4209 (adv=0.8963, cycle=0.1102, id=0.0846)
[72/200] D=0.3492 G=2.4495 (adv=0.9120, cycle=0.1108, id=0.0859)
[73/200] D=0.3398 G=2.4683 (adv=0.9247, cycle=0.1115, id=0.0856)
[74/200] D=0.3430 G=2.4016 (adv=0.9076, cycle=0.1085, id=0.0818)
[75/200] D=0.6401 G=2.6111 (adv=1.0671, cycle=0.1116, id=0.0856)
[76/200] D=0.3842 G=2.2618 (adv=0.8059, cycle=0.1051, id=0.0810)
[77/200] D=0.3707 G=2.2824 (adv=0.8360, cycle=0.1048, id=0.0797)
[78/200] D=0.4035 G=2.3286 (adv=0.8446, cycle=0.1078, id=0.0811)
[79/200] D=0.3536 G=2.2873 (adv=0.8341, cycle=0.1048, id=0.0810)
[80/200] D=0.3573 G=2.2634 (adv=0.8463, cycle=0.1031, id=0.0773)
[81/200] D=0.3579 G=2.3406 (adv=0.8596, cycle=0.1065, id=0.0832)
[82/200] D=0.3480 G=2.3342 (adv=0.8865, cycle=0.1051, id=0.0794)
[83/200] D=0.3527 G=2.3158 (adv=0.8814, cycle=0.1042, id=0.0784)
[84/200] D=0.3547 G=2.3455 (adv=0.8809, cycle=0.1065, id=0.0800)
[85/200] D=0.3468 G=2.3740 (adv=0.9162, cycle=0.1061, id=0.0794)
[86/200] D=0.3406 G=2.3836 (adv=0.9075, cycle=0.1076, id=0.0800)
[87/200] D=0.3446 G=2.5346 (adv=0.9724, cycle=0.1138, id=0.0849)
[88/200] D=0.3471 G=2.3450 (adv=0.9011, cycle=0.1044, id=0.0799)
[89/200] D=0.3468 G=2.3895 (adv=0.9151, cycle=0.1069, id=0.0810)
[90/200] D=0.3573 G=2.3760 (adv=0.9062, cycle=0.1070, id=0.0800)
[91/200] D=0.3414 G=2.3765 (adv=0.9212, cycle=0.1051, id=0.0808)
[92/200] D=0.3467 G=2.3929 (adv=0.9295, cycle=0.1062, id=0.0802)
[93/200] D=0.6695 G=2.8475 (adv=1.2297, cycle=0.1174, id=0.0887)
[94/200] D=0.4010 G=2.1994 (adv=0.7920, cycle=0.1012, id=0.0791)
[95/200] D=0.3917 G=2.1887 (adv=0.7978, cycle=0.0996, id=0.0789)
[96/200] D=0.3867 G=2.2032 (adv=0.8163, cycle=0.1000, id=0.0775)
[97/200] D=0.3814 G=2.1660 (adv=0.8137, cycle=0.0969, id=0.0766)
[98/200] D=0.3778 G=2.1773 (adv=0.8327, cycle=0.0968, id=0.0753)
[91/200] D=0.3439 G=2.4121 (adv=0.9285, cycle=0.1074, id=0.0819)
[92/200] D=0.3454 G=2.4432 (adv=0.9497, cycle=0.1088, id=0.0810)
[93/200] D=0.3362 G=2.5233 (adv=0.9638, cycle=0.1139, id=0.0841)
[94/200] D=0.3348 G=2.4414 (adv=0.9411, cycle=0.1090, id=0.0820)
[95/200] D=0.3444 G=2.4369 (adv=0.9557, cycle=0.1078, id=0.0807)
[96/200] D=0.3422 G=2.4976 (adv=0.9578, cycle=0.1123, id=0.0834)
[97/200] D=0.3379 G=2.3813 (adv=0.9402, cycle=0.1049, id=0.0785)
[98/200] D=0.8682 G=2.9784 (adv=1.3573, cycle=0.1182, id=0.0878)
[99/200] D=0.3968 G=2.1847 (adv=0.7883, cycle=0.1001, id=0.0791)
[100/200] D=0.4004 G=2.1380 (adv=0.7784, cycle=0.0972, id=0.0776)
[101/200] D=0.3927 G=2.1686 (adv=0.8024, cycle=0.0978, id=0.0776)
[102/200] D=0.4331 G=2.1438 (adv=0.8095, cycle=0.0955, id=0.0759)
[103/200] D=0.3964 G=2.0735 (adv=0.7620, cycle=0.0935, id=0.0754)
