[1/200] D=0.4668 G=6.2717 (adv=0.7540, cycle=0.3706, id=0.3623)
[2/200] D=0.3857 G=4.0325 (adv=0.7815, cycle=0.2228, id=0.2046)
[3/200] D=0.3691 G=3.6824 (adv=0.8288, cycle=0.1953, id=0.1802)
[4/200] D=0.3715 G=3.6367 (adv=0.8725, cycle=0.1896, id=0.1737)
[5/200] D=0.3583 G=3.4430 (adv=0.8624, cycle=0.1765, id=0.1632)
[6/200] D=0.3612 G=3.3672 (adv=0.8742, cycle=0.1712, id=0.1562)
[7/200] D=0.3514 G=3.3619 (adv=0.9297, cycle=0.1677, id=0.1511)
[8/200] D=0.3485 G=3.2722 (adv=0.9354, cycle=0.1612, id=0.1450)
[9/200] D=0.3435 G=3.2359 (adv=0.9412, cycle=0.1599, id=0.1392)
[10/200] D=0.3406 G=3.2122 (adv=0.9595, cycle=0.1566, id=0.1374)
[11/200] D=0.3393 G=3.1920 (adv=0.9681, cycle=0.1552, id=0.1344)
[12/200] D=0.3403 G=3.0879 (adv=0.9364, cycle=0.1504, id=0.1295)
[13/200] D=0.3426 G=3.1289 (adv=0.9502, cycle=0.1528, id=0.1301)
[14/200] D=0.3465 G=3.0531 (adv=0.9267, cycle=0.1495, id=0.1262)
[15/200] D=0.3399 G=3.0969 (adv=0.9554, cycle=0.1514, id=0.1255)
[16/200] D=0.3387 G=3.0336 (adv=0.9485, cycle=0.1481, id=0.1208)
[17/200] D=0.3556 G=2.9120 (adv=0.9280, cycle=0.1407, id=0.1154)
[18/200] D=0.3558 G=2.9051 (adv=0.9003, cycle=0.1428, id=0.1153)
[19/200] D=0.3447 G=2.9569 (adv=0.9326, cycle=0.1444, id=0.1161)
[20/200] D=0.3731 G=2.8776 (adv=0.9113, cycle=0.1409, id=0.1115)
[21/200] D=0.3487 G=2.8459 (adv=0.9057, cycle=0.1389, id=0.1103)
[22/200] D=0.3421 G=3.0198 (adv=0.9692, cycle=0.1472, id=0.1158)
[23/200] D=0.3487 G=2.7949 (adv=0.9188, cycle=0.1346, id=0.1060)
[24/200] D=0.4260 G=2.9039 (adv=1.0020, cycle=0.1368, id=0.1068)
[25/200] D=0.4353 G=2.4668 (adv=0.7159, cycle=0.1250, id=0.1002)
[26/200] D=0.3675 G=2.5727 (adv=0.8012, cycle=0.1267, id=0.1009)
[27/200] D=0.3445 G=2.6899 (adv=0.8767, cycle=0.1304, id=0.1019)
